,id_a,distancia
1489,EF90436,4
1490,EF102874,2
1491,EF136997,9
1492,EF118094,5
1493,EF106351,5
1494,EF159519,4
1495,EF67961,57
1496,EF138767,5
1497,EF14106,5
1498,EF63886,4
1499,EF110604,4
1500,EF53883,5
1501,EF34669,4
1502,EF98358,5
1503,EF98240,7
1504,EF124825,4
1505,EG49782,4
1506,EG29062,8
1507,EG49074,8
1508,EG15569,4
1509,EG43533,6
1510,EG34050,5
1511,EG35980,8
1512,EG11262,4
1513,EH400222,3
1514,BL312167,5
1515,EH685294,4
1516,BL356373,6
1517,EH923185,5
1518,EH8095,64
1519,EH752729,8
1520,EH598211,8
1521,EH1031298,5
1522,EH739114,6
1523,EH798962,3
1524,EH983263,4
1525,EH1111696,3
1526,EH13299,4
1527,EH420678,2
1528,EH786932,5
1529,EH508866,6
1530,EH885489,5
1531,EH689956,4
1532,EH779010,5
1533,EH614549,7
1534,EH478153,4
1535,EH761251,6
1536,EH129975,5
1537,EH592030,4
1538,EH796719,4
1539,EH593695,8
1540,EH388012,4
1541,EH485155,4
1542,EH868685,64
1543,EH584196,8
1544,EH463531,6
1545,EH300191,8
1546,EH379523,7
1547,EH955241,12
1548,EH1003414,5
1549,EH702326,8
1550,EH23024,10
1551,BL410157,5
1552,EH23574,5
1553,EH113803,6
1554,DE238076,6
1555,EH569953,3
1556,EH531118,1
1557,EH550387,29
1558,EH705163,10
1559,EH813719,5
1560,EH648327,5
1561,EH797901,3
1562,EH1022320,1
1563,EH822502,6
1564,EH383993,25
1565,EH1102728,9
1566,EH945756,5
1567,EH572779,5
1568,EH199203,4
1569,EH94909,4
1570,EH545176,63
1571,EH30122,5
1572,EH962805,5
1573,EH760533,6
1574,EH117333,5
1575,EH735423,7
1576,EH931844,43
1577,EH894435,4
1578,EH589910,3
1579,EH748492,6
1580,EH789300,4
1581,EH774078,8
1582,EH831610,7
1583,DH36371,64
1584,EH182194,5
1585,AL171422,2
1586,EH885053,2
1587,EH332822,5
1588,EH149981,2
1589,EH794598,8
1590,EH118102,5
1591,EH801684,6
1592,EH137010,8
1593,EH170043,2
1594,EH840431,8
1595,EH39550,5
1596,CA47394,4
1597,EH275385,5
1598,EH205448,5
1599,EH1059094,6
1600,EH865368,1
1601,EH828028,5
1602,EH993726,6
1603,EH587109,5
1604,EH387673,3
1605,EH455295,5
1606,EH480190,64
1607,EH771873,6
1608,EH857088,5
1609,EH615877,5
1610,EH424113,5
1611,EH809138,5
1612,EH632884,7
1613,EH816488,5
1614,EH704876,4
1615,EH947302,5
1616,EH463850,5
1617,EH643552,5
1618,EH124118,3
1619,EH440569,7
1620,EL52758,2
1621,EH739533,1
1622,EH899455,6
1623,EH489264,64
1624,EH83783,10
1625,EH778847,8
1626,EH749452,6
1627,EJ27216,5
1628,EJ17762,4
1629,EJ22714,5
1630,EK17484,2
1631,EL56145,5
1632,BR139203,5
1633,EL75612,5
1634,EL18640,5
1635,EL65532,4
1636,EL12814,3
1637,BC53252,8
1638,EL64594,4
1639,EL5042,6
1640,EL67641,1
1641,EL73119,5
1642,EL14158,5
1643,EL66587,4
1644,EM11024,9
1645,EM101196,3
1646,EM111915,3
1647,EM108969,6
1648,EM64385,2
1649,EM12130,4
1650,EM89373,5
1651,EM106061,6
1652,EM92900,4
1653,EM71139,5
1654,EM25387,7
1655,EM77245,6
1656,EM27889,6
1657,EM102531,10
1658,EM106163,8
1659,EM18552,3
1660,EN52597,6
1661,EN58253,3
1662,EN37650,4
1663,EN64307,13
1664,EN57186,4
1665,EN12297,3
1666,EN12177,4
1667,EN52012,4
1668,EN34580,4
1669,EN61586,5
1670,EN51400,1
1671,EN59534,6
1672,EP67826,7
1673,EP35093,14
1674,EP57842,5
1675,EP53109,7
1676,EP43276,8
1677,EP54477,4
1678,BL238850,4
1679,EP98109,4
1680,EP76905,5
1681,EP76584,5
1682,EP12857,38
1683,EP55777,3
1684,EP73708,4
1685,EP21403,4
1686,EB44689,5
1687,ER22102,5
1688,ER28517,5
1689,ER34738,13
1690,ER22271,5
1691,ER28312,2
1692,ER27156,4
1693,ES22568,3
1694,ES15637,4
1695,ES19161,4
1696,ES6531,5
1697,ES4819,6
1698,ES23461,64
