,id_a,distancia
439,BL160995,9
440,BL394897,8
441,BL287354,8
442,BL330909,9
443,BL392966,6
444,BL353852,6
445,BL442823,8
446,BL463247,5
447,BL362701,9
448,BL385077,1
449,BL38460,64
450,BL370832,8
451,BL343618,1
452,BL129855,6
453,BL371881,59
454,BL301201,7
455,BL335246,38
456,BL230746,8
457,BL239897,8
458,BL43923,9
459,BL262935,8
460,BN324213,7
461,BL350444,6
462,BL281581,5
463,BL273851,6
464,BL459240,5
465,BL362097,8
466,BL465094,8
467,BL317367,38
468,BL213722,6
469,BL401222,3
470,BL419426,8
471,BL362350,8
472,BL344234,5
473,BL401502,8
474,BL364347,5
475,EH563588,5
476,BL325967,9
477,BL57028,5
478,BL382807,7
479,BL446120,5
480,BL372677,8
481,BL279830,1
482,BL441462,6
483,BL402693,6
484,BL308254,6
485,BL364328,8
486,BL51056,6
487,BL396640,9
488,BL406304,6
489,BM63171,6
490,BM58363,1
491,BM53531,5
492,BM65572,8
493,BM33103,5
494,BM71895,6
495,BM28827,8
496,BM13829,4
497,BM46717,4
498,BN168880,12
499,BN426199,8
500,BN410981,1
501,BN299194,10
502,BN5491,12
503,BN372936,3
504,AK93050,5
505,BN472445,64
506,BN438845,8
507,BN402565,5
508,BN364853,3
509,BN464898,6
510,BN367718,5
511,BN397096,3
512,BN390213,37
513,BN290579,8
514,BN18742,4
515,BN123352,4
516,AF25802,64
517,BN141373,8
518,DS55628,8
519,BN324246,8
520,BN332084,6
521,BN442051,8
522,BN213508,4
523,BN428974,6
524,BN326939,8
525,BN379944,6
526,BN400394,8
527,BN33644,6
528,BN481577,8
529,BN149569,8
530,BN431739,64
531,BN310841,8
532,BN450962,8
533,BN38057,5
534,BN257937,5
535,BN38691,52
536,BN349566,7
537,BN84693,5
538,BN368018,8
539,BN383643,10
540,BN249162,6
541,BN386286,8
542,BN368203,8
543,BN215914,8
544,BN323362,8
545,BN109701,11
546,BN465709,8
547,BN215960,7
548,CW586897,8
549,BN379317,5
550,BN295849,6
551,BN396895,6
552,BN58515,8
553,BN288662,8
554,BN192017,6
555,BN458577,10
556,DN118275,8
557,BN401685,10
558,BN68262,5
559,BY206751,8
560,BN341865,5
561,BP5669,4
562,BP47509,3
563,BP11064,3
564,BP39601,8
565,BP33096,4
566,BP43742,7
567,BP48812,5
568,BR141128,6
569,BR188845,7
570,BR115155,14
571,BR129032,4
572,BR3623,5
573,BR158132,4
574,BR158454,6
575,BR144607,6
576,BR7003,6
577,BR203441,6
578,BR103751,6
579,BR140012,4
580,BR118474,8
581,BR172547,33
582,BR131163,5
583,BR64988,5
584,BR14451,4
585,BR101083,7
586,BR120847,7
587,BR18908,4
588,BR159041,6
589,BR165240,6
590,BR24218,4
591,BR168193,13
592,BR171832,6
593,BR153450,5
594,BR25792,6
595,BR161541,5
596,BR25976,3
597,BR168681,5
598,BR175076,7
599,BR89282,5
600,BR112392,6
601,CN68917,8
602,BR32165,8
603,BR150023,6
604,BR76224,6
605,BR173277,11
606,BR91043,4
607,BR167914,3
608,BS12552,3
609,BS2345,4
610,BS11236,3
611,BS7082,5
612,BS8814,1
613,BS12506,4
614,BT9971,6
615,BW3555,4
616,BW5192,4
617,EG2312,4
618,BW3133,2
619,BW48641,2
620,BW54888,7
621,BW43838,6
622,BW49573,5
623,BW37721,8
624,BX16273,5
625,BY268065,7
626,BY647378,7
627,BY7324,6
628,BY520669,7
629,BY536106,7
630,BY346731,8
631,BY278135,6
632,BY321790,3
633,BY506315,11
634,BY368647,7
635,BY399753,2
636,BY475252,6
637,BY624800,7
638,BY501364,7
639,BY526441,8
640,BY487357,7
641,BY510500,10
642,BY484820,8
643,BY65571,6
644,BY370815,5
645,BY386344,8
646,BY327538,8
647,BY488030,56
648,BY43879,8
649,BY375403,7
650,BY339901,7
651,BY576381,7
652,CY20570,4
653,BY484880,7
654,BY515642,4
655,BY66748,4
656,BY508849,7
657,BY73867,5
658,BY526651,11
659,BY271009,7
660,BY80397,8
661,BY633422,6
662,BY406542,8
663,BY480902,2
664,BY553301,9
665,BY304146,14
666,BY563186,8
667,BY398436,4
668,BY523954,6
669,BY486193,7
670,BY527797,8
671,BY114669,5
672,BY513850,8
673,BY386031,8
674,BY588969,7
675,BY353078,8
676,BY535840,14
677,BY293095,7
678,BY386663,4
679,BY307179,8
680,BY528290,64
681,BY616914,64
682,BY364341,8
683,BY152778,8
684,BY327303,14
685,BY652888,7
686,BY487510,2
687,BY544639,7
688,BY364038,8
689,BY569365,8
690,BY372754,11
691,BY464842,8
692,BY413636,7
693,BY171512,8
694,BY577468,8
695,BY567230,3
696,BY173589,9
697,BY569566,10
698,BY522881,4
699,BY368451,14
700,BY415906,8
701,BY494204,7
702,BY572186,9
703,BY532873,12
704,BY380533,7
705,CW433160,2
706,BY452917,6
707,BY518111,38
708,BY606112,4
709,BY332577,7
710,BY265322,7
711,BY409648,7
712,BY205971,7
713,BY413114,7
714,BY188080,11
715,BY632048,6
716,AL210909,19
717,AK55337,8
718,BY564642,10
719,BZ3707,9
720,BZ9556,8
721,BZ53525,3
722,BE202234,5
723,BZ28357,5
724,BZ54137,6
725,EH141218,5
726,BZ29111,3
727,BZ44586,4
728,CA86536,5
729,CA46097,3
730,EH684318,4
731,CA74781,1
732,CA7368,5
733,CA87646,1
734,CA103753,5
735,CA96399,1
736,CA82068,6
737,CA95249,3
738,CA21356,4
739,BE251234,4
740,CA14581,3
741,CA108267,1
742,CA77283,2
743,CA29871,4
744,CA77101,3
745,CA83284,4
746,CA87551,4
747,CA81330,5
748,CA90297,5
749,CB25236,5
750,CB5222,7
751,CB19786,4
752,AK77330,5
753,CB51909,5
754,CB52215,5
755,CB55768,6
756,CB13112,4
757,CB17226,8
758,DS69644,6
759,CB77083,8
760,CB35060,5
761,CB72262,8
762,CC119700,5
763,CC83137,5
764,CC25924,5
765,CC119632,6
766,CC96724,2
767,CC11372,5
768,CC123092,5
769,AL105477,7
770,CC92601,4
771,CC72644,6
772,CC63226,3
773,CC114944,5
774,AL131190,5
775,CC55095,6
776,CC85623,5
777,CC114508,4
778,AL141141,5
779,CC41392,5
780,CC121049,6
781,CC128562,5
782,CD19782,4
783,CD15975,5
784,CD20305,5
785,CD18385,2
786,CD24236,18
787,CE37711,6
788,CE37933,3
789,CE36835,4
790,CE48228,44
791,CE13756,3
792,CE18527,3
793,CE13083,3
794,CE27968,7
795,CE24997,4
796,CE17255,2
797,CE37605,4
798,CF2823,4
799,CG132476,29
800,CG132638,12
801,CG136380,8
802,CG134321,7
803,CG8215,5
804,CG9787,8
805,CG9823,4
806,CG130476,6
807,CG116958,38
808,CG169627,38
809,CG134332,15
810,CG19459,7
811,CG100262,6
812,AW142867,6
813,CG21670,8
814,CG22570,5
815,CG25529,6
816,AW180837,6
817,CG36661,4
818,DZ24616,6
819,CG76853,11
820,CG141280,6
821,CG94334,5
822,CG130273,7
823,CG104411,6
824,CG106664,8
825,CG107354,4
826,CG123184,8
827,CG169445,4
828,CG147105,9
829,AY25791,6
830,AL168688,5
831,CH45737,2
832,CH38225,6
833,CH31171,11
834,CH15870,2
835,CH46026,3
836,CH35913,4
837,CH4692,6
838,CJ150794,4
839,CJ118406,5
840,CJ132105,7
841,CJ26576,6
842,CJ59364,4
843,CJ18447,3
844,CJ53569,4
845,CJ40739,3
846,CJ55814,64
847,CJ22540,34
848,CJ18970,6
849,EH639228,15
850,CJ63398,8
851,CJ49152,3
852,CJ136359,13
853,CJ20671,2
854,CJ117700,8
855,CJ61990,4
856,CJ11512,5
857,CJ137183,1
858,CK13433,3
859,CK11821,4
860,CK13490,7
861,CL2047,3
862,CL32879,2
863,CL50586,3
864,CL45923,20
865,CL9729,1
866,CL44115,1
867,CL47307,4
868,CL6826,2
869,CL57607,1
870,CL52037,7
871,CM34540,4
872,CM58878,5
873,CM6544,6
874,CM15695,5
875,CM49458,6
876,CM68886,3
877,CM51187,8
878,CN67544,3
879,CN35099,5
880,CN6137,4
881,CN47457,34
882,CN69287,3
883,CN24988,5
884,CN49350,8
885,CN17113,7
886,CN54521,3
887,CN48946,4
888,CN65975,4
889,CN70564,5
890,CN40912,5
891,CN25231,3
892,CN82734,6
893,CN74608,4
894,CP39052,1
895,CP33011,4
896,CP31687,5
897,CP35664,5
898,CP20993,3
899,CP36922,8
900,CP22055,4
901,CP14845,4
902,CP26093,4
903,CP22665,4
904,CP27002,6
905,CR16687,6
906,CR6299,64
907,CR6384,8
908,CR15516,4
909,CR11084,4
910,CR28240,6
911,CS31921,5
912,CS19366,4
913,CS18371,5
914,CS21750,4
915,CS30437,6
916,CS19040,64
917,CS31441,64
918,CT46492,4
919,CT45609,5
920,CT17332,7
921,CT35547,1
922,CT48102,5
923,CT37494,4
924,CT39086,8
925,CT38528,5
926,CT31276,5
927,CW892014,1
928,CW49830,8
929,CW915505,6
930,CW842902,4
931,CW791879,7
932,CW162098,5
933,CW3686,3
934,CW535827,3
935,EH543351,4
936,BL111224,5
937,CW671027,1
938,CW725868,1
939,CW788356,12
940,CW76770,5
941,CW824790,7
942,CW1114054,42
943,CW6588,1
944,CW103187,7
945,CW665026,7
946,CW977883,48
947,CW53446,19
948,CW430166,8
949,CW889075,8
950,CW272529,6
951,CW1038466,6
952,CW936043,12
953,CW801433,5
954,CW917442,5
955,CW740276,9
956,CW820011,5
957,CW1141031,64
958,CW780905,8
959,CW841022,8
960,CW1105990,64
961,CW647823,1
962,CW10469,5
963,CW114409,2
964,CW768512,3
965,CW505158,14
966,CW708291,36
967,CW726262,3
968,CW618730,11
969,CW902798,5
970,CW865689,7
971,CW1128688,6
972,CW13846,14
973,DD134238,8
974,CW870230,19
975,CW986157,12
976,CW649043,4
977,CW712510,4
978,BY289034,8
979,CW695928,5
980,CW785517,5
981,CW464808,4
982,CW578897,6
983,CW16472,7
984,CW823491,14
985,CW738522,6
986,CW430077,5
987,CW852814,6
988,CW1125698,5
989,BN323693,7
990,CW658048,11
991,CW814621,8
992,CW774891,7
993,CW935619,7
994,CW1024925,1
995,CW722031,5
996,CW925679,5
997,CW773228,5
998,CW453549,6
999,CW1034272,8
1000,CW919322,6
1001,CW732038,7
1002,CW243089,6
1003,AN121102,9
1004,CW1066388,5
1005,CW503006,6
1006,CW885591,7
1007,CW681289,8
1008,CW781735,6
1009,CG43610,6
1010,CW633379,7
1011,CW618087,6
1012,CW841891,8
1013,CW853668,12
1014,CW76748,5
1015,CW988494,11
1016,CW502794,5
1017,CW237728,6
1018,EF140437,5
1019,CW878454,3
1020,CW668399,5
1021,CW807272,5
1022,CW804730,5
1023,CW1084266,7
1024,CW802997,11
1025,CW923512,7
1026,CW1076758,5
1027,CW677604,11
1028,CW495204,7
1029,CW1155007,6
1030,CW819275,7
1031,CW50138,7
1032,CW1084105,29
1033,CW1052443,6
1034,CW994849,5
1035,CW774350,5
1036,CW855455,8
1037,CW847690,19
1038,CW690136,6
1039,CW812483,5
1040,CW407449,7
1041,CW496442,4
1042,CW772417,7
1043,CW129364,12
1044,CW654152,3
1045,CW857250,5
1046,CW888847,7
1047,CW522976,6
1048,CW30656,6
1049,CW560993,8
1050,CW964701,8
1051,CW147375,4
1052,CW381210,4
1053,CW359379,5
1054,CW54310,5
1055,CW937337,5
1056,CW1097659,3
1057,CW782164,6
1058,CW858937,6
1059,CW857144,5
1060,CW888597,19
1061,CW730185,5
1062,CW565605,5
1063,CW766813,4
1064,CW555855,6
1065,CW597951,6
1066,CW234899,4
1067,CW114275,5
1068,CW834649,2
1069,CW836704,4
1070,CW212240,5
1071,CW763278,6
1072,CW765189,8
1073,CW772949,4
1074,CW827341,5
1075,CW856103,5
1076,CX13365,4
1077,CX16681,7
1078,CX14648,4
1079,CX18434,4
1080,CX18524,4
1081,CY23488,5
1082,CY20647,2
1083,CY25241,3
1084,CY8606,6
1085,CY20138,4
1086,CZ15419,26
1087,CZ26824,6
1088,CZ86898,6
1089,CZ2588,6
1090,CZ88396,64
1091,CZ80030,3
1092,CZ38774,7
1093,CZ78595,4
1094,CZ48717,4
1095,CZ91013,4
1096,CZ93438,10
1097,CZ25562,3
1098,CZ43730,59
1099,CZ67659,4
1100,CZ17432,6
1101,CZ79791,2
1102,CZ81359,3
1103,CZ101129,64
1104,CZ69877,4
1105,DH49143,6
1106,CZ25984,8
1107,CZ58654,5
1108,DA66034,8
1109,DA89512,6
1110,DA3204,8
1111,DA105751,42
1112,DA114870,12
1113,DA115432,30
1114,DA111415,1
1115,DA11538,3
1116,DA11296,5
1117,EP82216,37
1118,DA96469,7
1119,DA6495,6
1120,DA17422,6
1121,DA62739,10
1122,DA88757,6
1123,DA37422,5
1124,DA116087,6
1125,EJ28453,22
1126,DA52091,21
1127,DB221993,27
1128,DB127572,5
1129,DB137581,33
1130,DB2616,7
1131,DB85683,6
1132,DB211697,3
1133,DB282282,5
1134,DB219705,5
1135,BY468817,6
1136,DB51935,8
1137,DB185192,5
1138,DB115847,5
1139,DB36405,5
1140,DB253214,3
1141,DB226493,22
1142,DB149511,5
1143,DB179652,5
1144,DB195629,4
1145,DB206284,8
1146,DB216116,5
1147,DB204765,4
1148,DB133895,4
1149,DB147336,6
1150,DB194045,4
1151,DB185910,7
1152,DB169363,3
1153,DB236560,3
1154,DL169910,7
1155,DB226201,62
1156,AS50953,4
1157,DB102670,14
1158,DB177122,12
1159,DB267922,4
1160,DB257440,6
1161,DB228637,7
1162,DB216613,5
1163,DB150913,4
1164,DB91051,11
1165,DB236787,5
1166,AL208348,3
1167,DC18149,4
1168,DC2151,2
1169,DC5811,7
1170,DC18359,5
1171,DC25924,2
1172,DD137612,4
1173,DD128566,5
1174,DD17443,5
1175,DD74598,5
1176,DD116493,4
1177,DD97617,13
1178,DD109354,6
1179,DD157402,12
1180,DD154246,5
1181,DD155240,5
1182,DD156386,7
1183,DD64510,6
1184,DD83289,6
1185,DD55933,9
1186,DD107769,5
1187,DD108766,9
1188,DD128793,5
1189,DD138070,13
1190,DD126706,5
1191,DD12597,4
1192,DD117959,4
1193,DD109965,8
1194,DD137209,4
1195,DD72124,3
1196,DD130555,4
1197,DD137721,5
1198,EH835151,5
1199,DD120404,7
1200,DD72199,5
1201,DD134140,5
1202,DE239350,4
1203,DE282005,7
1204,EL52221,7
1205,DE241905,6
1206,DE15870,4
1207,DE236706,5
1208,DE266253,6
1209,DE127406,6
1210,DE211680,5
1211,DE298287,3
1212,DE241257,5
1213,DE263588,4
1214,DE172861,6
1215,DE95213,7
1216,BY399571,5
1217,DE231317,3
1218,DE283377,18
1219,DE275511,7
1220,DE254599,6
1221,DE17257,61
1222,DE192568,6
1223,DE243059,7
1224,DE254308,15
1225,DE225690,5
1226,DK34285,4
1227,DE240002,6
1228,CG108006,4
1229,DE294320,24
1230,DE137027,6
1231,DE266924,8
1232,DE307328,5
1233,AK9098,8
1234,DF16830,6
1235,DG52201,6
1236,DG23729,5
1237,DG45526,6
1238,DG44211,3
1239,DG52352,4
1240,DG41002,4
1241,DG57369,5
1242,DH47810,5
1243,DH21633,6
1244,DH27686,6
1245,DH49276,7
1246,DH31274,3
1247,DH38357,7
1248,DH36595,5
1249,DH33030,5
1250,DB187502,47
1251,DH50144,5
1252,AR7156,5
1253,DJ9669,3
1254,DJ7288,5
1255,DJ14396,5
1256,DJ7764,8
1257,DK37986,8
1258,DK34709,14
1259,DK18914,29
1260,DK17905,1
1261,DK5579,4
1262,DK35398,26
1263,DL218172,6
1264,DK31687,11
1265,DL188456,64
1266,DL254358,64
1267,DL195161,8
1268,DL188272,4
1269,DL94696,8
1270,DL219021,10
1271,DL116041,6
1272,DL228796,13
1273,DL219007,7
1274,DL119157,8
1275,DL13470,10
1276,DL182671,9
1277,DL171830,6
1278,DL50496,5
1279,DL165008,9
1280,CW776061,34
1281,DL191673,11
1282,DL247115,6
1283,DL95999,5
1284,DL240464,9
1285,DL212226,6
1286,DL234008,14
1287,DL191634,9
1288,DL123654,6
1289,DL220535,11
1290,DL252972,9
1291,DL183534,8
1292,DL244285,6
1293,DL176641,4
1294,DL208447,11
1295,DM28743,4
1296,DM20532,6
1297,DM13143,4
1298,DN97488,3
1299,DN119147,6
1300,DN130839,5
1301,DN52251,4
1302,DN48164,3
1303,DN127639,2
1304,DN124165,6
1305,DN14068,4
1306,CL47115,2
1307,DN107961,3
1308,DN72880,5
1309,DN18340,5
1310,DN121700,3
1311,DN25665,4
1312,DN44832,5
1313,DN21831,2
1314,DN47977,1
1315,BH146977,2
1316,DP30715,8
1317,DP27791,5
1318,DP16741,4
1319,DP37740,4
1320,DP44784,6
1321,DP24201,1
1322,DR108607,3
1323,DR70423,3
1324,DR106949,6
1325,DR116989,5
1326,DR84451,5
1327,DR77660,3
1328,DR62377,3
1329,DR106790,3
1330,DR33450,4
1331,DR32225,4
1332,DR99576,8
1333,DR46840,3
1334,DR30162,4
1335,DR58599,4
1336,DR112038,6
1337,DR102264,5
1338,DR106025,4
1339,DR95721,2
1340,DR6928,8
1341,DR71935,3
1342,DR112159,32
1343,DS41486,3
1344,DS49381,4
1345,DS10373,3
1346,DS83317,4
1347,DS109227,4
1348,DS102497,3
1349,DS26788,3
1350,DS2946,8
1351,DS35937,5
1352,AT12336,3
1353,DS77150,5
1354,DS34504,5
1355,DS108459,6
1356,DS28470,7
1357,DS105129,5
1358,DS33693,4
1359,DS65231,5
1360,DT145059,5
1361,DT39768,3
1362,DT119805,3
1363,DT111169,4
1364,DT136804,5
1365,DT131307,2
1366,DT107360,4
1367,DT128763,4
1368,DT14534,4
1369,DT104236,6
1370,DT135199,3
1371,DT135786,6
1372,DT34432,8
1373,DT132427,1
1374,DT126458,5
1375,DT90223,4
1376,DT146308,4
1377,DT135273,64
1378,DT137404,6
1379,DT139145,6
1380,DT136913,3
1381,DT117210,3
1382,DT58076,6
1383,DT15464,4
1384,DT69409,2
1385,DT114466,6
1386,DT4535,7
1387,DT118646,6
1388,DT137281,8
1389,AN127662,4
1390,DW14498,6
1391,DW58296,6
1392,DW26228,3
1393,DW59352,3
1394,DW33438,2
1395,DW57569,4
1396,DW32613,5
1397,DX19962,4
1398,DX20968,64
1399,DX5765,5
1400,DX21318,8
1401,DX52821,6
1402,DX57366,7
1403,DX46144,5
1404,DX12634,3
1405,DX25278,5
1406,DX27029,7
1407,DX53435,4
1408,DX52876,7
1409,DX28842,2
1410,DX58967,5
1411,DX49208,4
1412,DX40537,4
1413,DX50061,5
1414,DY31276,2
1415,DY3386,2
1416,DY27573,3
1417,DY5171,4
1418,DY27167,4
1419,DY8504,5
1420,DY3439,5
1421,DY31576,2
1422,DZ8935,3
1423,DZ10543,4
1424,DZ18479,4
1425,DZ25666,5
1426,DZ25730,4
1427,DZ69398,6
1428,DZ51689,3
1429,DZ67110,4
1430,DZ46421,3
1431,DZ51595,59
1432,EA34052,14
1433,EA25859,5
1434,EA46556,3
1435,EA32919,5
1436,EA21865,4
1437,EA9905,4
1438,EB52851,3
1439,EB54754,4
1440,EB50168,4
1441,EB54023,4
1442,EB44509,5
1443,EB10381,2
1444,EB10241,8
1445,EB51978,8
1446,EB31283,4
1447,EB55930,7
1448,EB52058,6
1449,EB66859,8
1450,EB29229,4
1451,EB12689,6
1452,EB47053,52
1453,EC2893,3
1454,CB56809,3
1455,EC20889,5
1456,EC6342,5
1457,EC6384,5
1458,EC12797,5
1459,ED29425,42
1460,ED38870,1
1461,ED12970,11
1462,ED39171,3
1463,ED28424,8
1464,ED36215,5
1465,ED10174,1
1466,ED41293,8
1467,EF135709,6
1468,EF127181,3
1469,EF112676,3
1470,EF162809,4
1471,EF132754,5
1472,CW318355,5
1473,EF148073,4
1474,EF24781,8
1475,EF41364,5
1476,EF172091,7
1477,EF84410,4
1478,EF144695,5
1479,EF54060,3
1480,EF78267,3
1481,EF153976,4
1482,EF149724,4
1483,EF34485,4
1484,EF161021,14
1485,EF67135,5
1486,EF15661,5
1487,EF44487,4
1488,CW648188,6
