,id_a,distancia,split_number,bf
926,CT31276,1,4,xbf
927,CW892014,1,4,xbf
928,CW49830,1,4,xbf
929,CW915505,1,4,xbf
930,CW842902,1,4,xbf
931,CW791879,1,4,xbf
932,CW162098,1,4,xbf
933,CW3686,1,4,xbf
934,CW535827,1,4,xbf
935,EH543351,1,4,xbf
936,BL111224,1,4,xbf
937,CW671027,1,4,xbf
938,CW725868,1,4,xbf
939,CW788356,1,4,xbf
940,CW76770,1,4,xbf
941,CW824790,1,4,xbf
942,CW1114054,4,4,xbf
943,CW6588,1,4,xbf
944,CW103187,1,4,xbf
945,CW665026,1,4,xbf
946,CW977883,4,4,xbf
947,CW53446,4,4,xbf
948,CW430166,1,4,xbf
949,CW889075,1,4,xbf
950,CW272529,1,4,xbf
951,CW1038466,1,4,xbf
952,CW936043,1,4,xbf
953,CW801433,1,4,xbf
954,CW917442,1,4,xbf
955,CW740276,1,4,xbf
956,CW820011,1,4,xbf
957,CW1141031,4,4,xbf
958,CW780905,1,4,xbf
959,CW841022,1,4,xbf
960,CW1105990,4,4,xbf
961,CW647823,1,4,xbf
962,CW10469,1,4,xbf
963,CW114409,1,4,xbf
964,CW768512,1,4,xbf
965,CW505158,1,4,xbf
966,CW708291,1,4,xbf
967,CW726262,1,4,xbf
968,CW618730,1,4,xbf
969,CW902798,1,4,xbf
970,CW865689,1,4,xbf
971,CW1128688,1,4,xbf
972,CW13846,1,4,xbf
973,DD134238,1,4,xbf
974,CW870230,1,4,xbf
975,CW986157,1,4,xbf
976,CW649043,1,4,xbf
977,CW712510,1,4,xbf
978,BY289034,1,4,xbf
979,CW695928,1,4,xbf
980,CW785517,1,4,xbf
981,CW464808,1,4,xbf
982,CW578897,1,4,xbf
983,CW16472,1,4,xbf
984,CW823491,1,4,xbf
985,CW738522,1,4,xbf
986,CW430077,1,4,xbf
987,CW852814,1,4,xbf
988,CW1125698,1,4,xbf
989,BN323693,1,4,xbf
990,CW658048,1,4,xbf
991,CW814621,1,4,xbf
992,CW774891,1,4,xbf
993,CW935619,1,4,xbf
994,CW1024925,1,4,xbf
995,CW722031,1,4,xbf
996,CW925679,1,4,xbf
997,CW773228,1,4,xbf
998,CW453549,1,4,xbf
999,CW1034272,1,4,xbf
1000,CW919322,1,4,xbf
1001,CW732038,1,4,xbf
1002,CW243089,1,4,xbf
1003,AN121102,1,4,xbf
1004,CW1066388,4,4,xbf
1005,CW503006,1,4,xbf
1006,CW885591,1,4,xbf
1007,CW681289,1,4,xbf
1008,CW781735,1,4,xbf
1009,CG43610,1,4,xbf
1010,CW633379,1,4,xbf
1011,CW618087,1,4,xbf
1012,CW841891,1,4,xbf
1013,CW853668,1,4,xbf
1014,CW76748,1,4,xbf
1015,CW988494,1,4,xbf
1016,CW502794,1,4,xbf
1017,CW237728,1,4,xbf
1018,EF140437,1,4,xbf
1019,CW878454,1,4,xbf
1020,CW668399,1,4,xbf
1021,CW807272,1,4,xbf
1022,CW804730,1,4,xbf
1023,CW1084266,1,4,xbf
1024,CW802997,1,4,xbf
1025,CW923512,1,4,xbf
1026,CW1076758,4,4,xbf
1027,CW677604,1,4,xbf
1028,CW495204,1,4,xbf
1029,CW1155007,1,4,xbf
1030,CW819275,1,4,xbf
1031,CW50138,1,4,xbf
1032,CW1084105,4,4,xbf
1033,CW1052443,1,4,xbf
1034,CW994849,1,4,xbf
1035,CW774350,1,4,xbf
1036,CW855455,1,4,xbf
1037,CW847690,4,4,xbf
1038,CW690136,1,4,xbf
1039,CW812483,1,4,xbf
1040,CW407449,1,4,xbf
1041,CW496442,1,4,xbf
1042,CW772417,1,4,xbf
1043,CW129364,1,4,xbf
1044,CW654152,1,4,xbf
1045,CW857250,1,4,xbf
1046,CW888847,1,4,xbf
1047,CW522976,1,4,xbf
1048,CW30656,1,4,xbf
1049,CW560993,1,4,xbf
1050,CW964701,1,4,xbf
1051,CW147375,1,4,xbf
1052,CW381210,1,4,xbf
1053,CW359379,1,4,xbf
1054,CW54310,1,4,xbf
1055,CW937337,1,4,xbf
1056,CW1097659,1,4,xbf
1057,CW782164,1,4,xbf
1058,CW858937,1,4,xbf
1059,CW857144,1,4,xbf
1060,CW888597,4,4,xbf
1061,CW730185,1,4,xbf
1062,CW565605,1,4,xbf
1063,CW766813,1,4,xbf
1064,CW555855,1,4,xbf
1065,CW597951,1,4,xbf
1066,CW234899,1,4,xbf
1067,CW114275,1,4,xbf
1068,CW834649,1,4,xbf
1069,CW836704,1,4,xbf
1070,CW212240,1,4,xbf
1071,CW763278,1,4,xbf
1072,CW765189,1,4,xbf
1073,CW772949,1,4,xbf
1074,CW827341,1,4,xbf
1075,CW856103,1,4,xbf
1076,CX13365,1,4,xbf
1077,CX16681,1,4,xbf
1078,CX14648,1,4,xbf
1079,CX18434,1,4,xbf
1080,CX18524,1,4,xbf
1081,CY23488,1,4,xbf
1082,CY20647,1,4,xbf
1083,CY25241,1,4,xbf
1084,CY8606,1,4,xbf
1085,CY20138,1,4,xbf
1086,CZ15419,4,4,xbf
1087,CZ26824,1,4,xbf
1088,CZ86898,1,4,xbf
1089,CZ2588,1,4,xbf
1090,CZ88396,4,4,xbf
1091,CZ80030,1,4,xbf
1092,CZ38774,1,4,xbf
1093,CZ78595,1,4,xbf
1094,CZ48717,1,4,xbf
1095,CZ91013,1,4,xbf
1096,CZ93438,1,4,xbf
1097,CZ25562,1,4,xbf
1098,CZ43730,4,4,xbf
1099,CZ67659,1,4,xbf
1100,CZ17432,1,4,xbf
1101,CZ79791,1,4,xbf
1102,CZ81359,1,4,xbf
1103,CZ101129,4,4,xbf
1104,CZ69877,1,4,xbf
1105,DH49143,1,4,xbf
1106,CZ25984,1,4,xbf
1107,CZ58654,1,4,xbf
1108,DA66034,1,4,xbf
1109,DA89512,1,4,xbf
1110,DA3204,1,4,xbf
1111,DA105751,4,4,xbf
1112,DA114870,1,4,xbf
1113,DA115432,4,4,xbf
1114,DA111415,4,4,xbf
1115,DA11538,1,4,xbf
1116,DA11296,1,4,xbf
1117,EP82216,4,4,xbf
1118,DA96469,1,4,xbf
1119,DA6495,1,4,xbf
1120,DA17422,1,4,xbf
1121,DA62739,1,4,xbf
1122,DA88757,1,4,xbf
1123,DA37422,1,4,xbf
1124,DA116087,1,4,xbf
1125,EJ28453,1,4,xbf
1126,DA52091,1,4,xbf
1127,DB221993,1,4,xbf
1128,DB127572,1,4,xbf
1129,DB137581,4,4,xbf
1130,DB2616,1,4,xbf
1131,DB85683,1,4,xbf
1132,DB211697,1,4,xbf
1133,DB282282,1,4,xbf
1134,DB219705,1,4,xbf
1135,BY468817,1,4,xbf
1136,DB51935,1,4,xbf
1137,DB185192,1,4,xbf
1138,DB115847,1,4,xbf
1139,DB36405,1,4,xbf
1140,DB253214,1,4,xbf
1141,DB226493,4,4,xbf
1142,DB149511,1,4,xbf
1143,DB179652,1,4,xbf
1144,DB195629,1,4,xbf
1145,DB206284,1,4,xbf
1146,DB216116,1,4,xbf
1147,DB204765,1,4,xbf
1148,DB133895,1,4,xbf
1149,DB147336,1,4,xbf
1150,DB194045,1,4,xbf
1151,DB185910,1,4,xbf
1152,DB169363,1,4,xbf
1153,DB236560,1,4,xbf
1154,DL169910,1,4,xbf
1155,DB226201,4,4,xbf
1156,AS50953,1,4,xbf
1157,DB102670,1,4,xbf
1158,DB177122,1,4,xbf
1159,DB267922,1,4,xbf
1160,DB257440,1,4,xbf
1161,DB228637,1,4,xbf
1162,DB216613,1,4,xbf
1163,DB150913,1,4,xbf
1164,DB91051,1,4,xbf
1165,DB236787,1,4,xbf
1166,AL208348,1,4,xbf
1167,DC18149,1,4,xbf
1168,DC2151,1,4,xbf
1169,DC5811,1,4,xbf
1170,DC18359,1,4,xbf
1171,DC25924,1,4,xbf
1172,DD137612,1,4,xbf
1173,DD128566,1,4,xbf
1174,DD17443,1,4,xbf
1175,DD74598,1,4,xbf
1176,DD116493,1,4,xbf
1177,DD97617,1,4,xbf
1178,DD109354,1,4,xbf
1179,DD157402,1,4,xbf
1180,DD154246,1,4,xbf
1181,DD155240,1,4,xbf
1182,DD156386,1,4,xbf
1183,DD64510,1,4,xbf
1184,DD83289,1,4,xbf
1185,DD55933,1,4,xbf
1186,DD107769,1,4,xbf
1187,DD108766,1,4,xbf
1188,DD128793,1,4,xbf
1189,DD138070,1,4,xbf
1190,DD126706,1,4,xbf
1191,DD12597,1,4,xbf
1192,DD117959,1,4,xbf
1193,DD109965,1,4,xbf
1194,DD137209,1,4,xbf
1195,DD72124,1,4,xbf
1196,DD130555,1,4,xbf
1197,DD137721,1,4,xbf
1198,EH835151,1,4,xbf
1199,DD120404,1,4,xbf
1200,DD72199,1,4,xbf
1201,DD134140,1,4,xbf
1202,DE239350,1,4,xbf
1203,DE282005,1,4,xbf
1204,EL52221,1,4,xbf
1205,DE241905,1,4,xbf
1206,DE15870,1,4,xbf
1207,DE236706,1,4,xbf
1208,DE266253,1,4,xbf
1209,DE127406,1,4,xbf
1210,DE211680,1,4,xbf
1211,DE298287,1,4,xbf
1212,DE241257,1,4,xbf
1213,DE263588,1,4,xbf
1214,DE172861,1,4,xbf
1215,DE95213,1,4,xbf
1216,BY399571,1,4,xbf
1217,DE231317,1,4,xbf
1218,DE283377,1,4,xbf
1219,DE275511,1,4,xbf
1220,DE254599,1,4,xbf
1221,DE17257,4,4,xbf
1222,DE192568,1,4,xbf
1223,DE243059,1,4,xbf
1224,DE254308,1,4,xbf
1225,DE225690,1,4,xbf
1226,DK34285,1,4,xbf
1227,DE240002,1,4,xbf
1228,CG108006,1,4,xbf
1229,DE294320,4,4,xbf
1230,DE137027,1,4,xbf
1231,DE266924,1,4,xbf
1232,DE307328,1,4,xbf
1233,AK9098,4,4,xbf
1234,DF16830,1,4,xbf
1235,DG52201,1,4,xbf
1236,DG23729,1,4,xbf
1237,DG45526,1,4,xbf
1238,DG44211,1,4,xbf
1239,DG52352,1,4,xbf
1240,DG41002,1,4,xbf
1241,DG57369,1,4,xbf
1242,DH47810,1,4,xbf
1243,DH21633,1,4,xbf
1244,DH27686,1,4,xbf
1245,DH49276,1,4,xbf
1246,DH31274,1,4,xbf
1247,DH38357,1,4,xbf
1248,DH36595,1,4,xbf
1249,DH33030,1,4,xbf
1250,DB187502,4,4,xbf
1251,DH50144,1,4,xbf
1252,AR7156,1,4,xbf
1253,DJ9669,1,4,xbf
1254,DJ7288,1,4,xbf
1255,DJ14396,1,4,xbf
1256,DJ7764,1,4,xbf
1257,DK37986,4,4,xbf
1258,DK34709,4,4,xbf
1259,DK18914,4,4,xbf
1260,DK17905,1,4,xbf
1261,DK5579,1,4,xbf
1262,DK35398,4,4,xbf
1263,DL218172,1,4,xbf
1264,DK31687,1,4,xbf
1265,DL188456,4,4,xbf
1266,DL254358,1,4,xbf
1267,DL195161,1,4,xbf
1268,DL188272,1,4,xbf
1269,DL94696,1,4,xbf
1270,DL219021,1,4,xbf
1271,DL116041,1,4,xbf
1272,DL228796,1,4,xbf
1273,DL219007,1,4,xbf
1274,DL119157,1,4,xbf
1275,DL13470,1,4,xbf
1276,DL182671,1,4,xbf
1277,DL171830,1,4,xbf
1278,DL50496,1,4,xbf
1279,DL165008,1,4,xbf
1280,CW776061,4,4,xbf
1281,DL191673,1,4,xbf
1282,DL247115,1,4,xbf
1283,DL95999,1,4,xbf
1284,DL240464,1,4,xbf
1285,DL212226,1,4,xbf
1286,DL234008,4,4,xbf
1287,DL191634,1,4,xbf
1288,DL123654,1,4,xbf
1289,DL220535,1,4,xbf
1290,DL252972,1,4,xbf
1291,DL183534,1,4,xbf
1292,DL244285,1,4,xbf
1293,DL176641,1,4,xbf
1294,DL208447,1,4,xbf
1295,DM28743,1,4,xbf
1296,DM20532,1,4,xbf
1297,DM13143,1,4,xbf
1298,DN97488,1,4,xbf
1299,DN119147,1,4,xbf
1300,DN130839,1,4,xbf
1301,DN52251,1,4,xbf
1302,DN48164,1,4,xbf
1303,DN127639,1,4,xbf
1304,DN124165,1,4,xbf
1305,DN14068,1,4,xbf
1306,CL47115,4,4,xbf
1307,DN107961,1,4,xbf
1308,DN72880,1,4,xbf
1309,DN18340,1,4,xbf
1310,DN121700,1,4,xbf
1311,DN25665,1,4,xbf
1312,DN44832,1,4,xbf
1313,DN21831,1,4,xbf
1314,DN47977,1,4,xbf
1315,BH146977,1,4,xbf
1316,DP30715,1,4,xbf
1317,DP27791,1,4,xbf
1318,DP16741,1,4,xbf
1319,DP37740,1,4,xbf
1320,DP44784,1,4,xbf
1321,DP24201,1,4,xbf
1322,DR108607,1,4,xbf
1323,DR70423,1,4,xbf
1324,DR106949,1,4,xbf
1325,DR116989,1,4,xbf
1326,DR84451,1,4,xbf
1327,DR77660,1,4,xbf
1328,DR62377,1,4,xbf
1329,DR106790,1,4,xbf
1330,DR33450,1,4,xbf
1331,DR32225,1,4,xbf
1332,DR99576,1,4,xbf
1333,DR46840,1,4,xbf
1334,DR30162,1,4,xbf
1335,DR58599,1,4,xbf
1336,DR112038,1,4,xbf
1337,DR102264,1,4,xbf
1338,DR106025,1,4,xbf
1339,DR95721,1,4,xbf
1340,DR6928,1,4,xbf
1341,DR71935,1,4,xbf
1342,DR112159,4,4,xbf
1343,DS41486,1,4,xbf
1344,DS49381,1,4,xbf
1345,DS10373,1,4,xbf
1346,DS83317,1,4,xbf
1347,DS109227,1,4,xbf
1348,DS102497,1,4,xbf
1349,DS26788,1,4,xbf
1350,DS2946,1,4,xbf
1351,DS35937,1,4,xbf
1352,AT12336,1,4,xbf
1353,DS77150,1,4,xbf
1354,DS34504,1,4,xbf
1355,DS108459,1,4,xbf
1356,DS28470,1,4,xbf
1357,DS105129,1,4,xbf
1358,DS33693,1,4,xbf
1359,DS65231,1,4,xbf
1360,DT145059,1,4,xbf
1361,DT39768,1,4,xbf
1362,DT119805,1,4,xbf
1363,DT111169,1,4,xbf
1364,DT136804,1,4,xbf
1365,DT131307,1,4,xbf
1366,DT107360,1,4,xbf
1367,DT128763,1,4,xbf
1368,DT14534,1,4,xbf
1369,DT104236,1,4,xbf
1370,DT135199,1,4,xbf
1371,DT135786,1,4,xbf
1372,DT34432,1,4,xbf
1373,DT132427,1,4,xbf
1374,DT126458,1,4,xbf
1375,DT90223,1,4,xbf
1376,DT146308,1,4,xbf
1377,DT135273,4,4,xbf
1378,DT137404,1,4,xbf
1379,DT139145,1,4,xbf
1380,DT136913,1,4,xbf
1381,DT117210,1,4,xbf
1382,DT58076,1,4,xbf
1383,DT15464,1,4,xbf
1384,DT69409,1,4,xbf
1385,DT114466,1,4,xbf
1386,DT4535,1,4,xbf
1387,DT118646,1,4,xbf
1388,DT137281,1,4,xbf
1389,AN127662,1,4,xbf
1390,DW14498,1,4,xbf
1391,DW58296,1,4,xbf
1392,DW26228,1,4,xbf
1393,DW59352,1,4,xbf
1394,DW33438,1,4,xbf
1395,DW57569,1,4,xbf
1396,DW32613,1,4,xbf
1397,DX19962,1,4,xbf
1398,DX20968,4,4,xbf
1399,DX5765,1,4,xbf
1400,DX21318,4,4,xbf
1401,DX52821,1,4,xbf
1402,DX57366,1,4,xbf
1403,DX46144,1,4,xbf
1404,DX12634,1,4,xbf
1405,DX25278,1,4,xbf
1406,DX27029,1,4,xbf
1407,DX53435,1,4,xbf
1408,DX52876,1,4,xbf
1409,DX28842,1,4,xbf
1410,DX58967,1,4,xbf
1411,DX49208,1,4,xbf
1412,DX40537,1,4,xbf
1413,DX50061,1,4,xbf
1414,DY31276,1,4,xbf
1415,DY3386,1,4,xbf
1416,DY27573,1,4,xbf
1417,DY5171,1,4,xbf
1418,DY27167,1,4,xbf
1419,DY8504,1,4,xbf
1420,DY3439,1,4,xbf
1421,DY31576,1,4,xbf
1422,DZ8935,1,4,xbf
1423,DZ10543,1,4,xbf
1424,DZ18479,1,4,xbf
1425,DZ25666,1,4,xbf
1426,DZ25730,1,4,xbf
1427,DZ69398,1,4,xbf
1428,DZ51689,1,4,xbf
1429,DZ67110,1,4,xbf
1430,DZ46421,1,4,xbf
1431,DZ51595,4,4,xbf
1432,EA34052,1,4,xbf
1433,EA25859,1,4,xbf
1434,EA46556,1,4,xbf
1435,EA32919,1,4,xbf
1436,EA21865,1,4,xbf
1437,EA9905,1,4,xbf
1438,EB52851,1,4,xbf
1439,EB54754,1,4,xbf
1440,EB50168,1,4,xbf
1441,EB54023,1,4,xbf
1442,EB44509,1,4,xbf
1443,EB10381,1,4,xbf
1444,EB10241,1,4,xbf
1445,EB51978,1,4,xbf
1446,EB31283,1,4,xbf
1447,EB55930,1,4,xbf
1448,EB52058,1,4,xbf
1449,EB66859,4,4,xbf
1450,EB29229,1,4,xbf
1451,EB12689,1,4,xbf
1452,EB47053,4,4,xbf
1453,EC2893,1,4,xbf
1454,CB56809,1,4,xbf
1455,EC20889,1,4,xbf
1456,EC6342,1,4,xbf
1457,EC6384,1,4,xbf
1458,EC12797,1,4,xbf
1459,ED29425,4,4,xbf
1460,ED38870,1,4,xbf
1461,ED12970,4,4,xbf
1462,ED39171,1,4,xbf
1463,ED28424,1,4,xbf
1464,ED36215,1,4,xbf
1465,ED10174,1,4,xbf
1466,ED41293,1,4,xbf
1467,EF135709,1,4,xbf
1468,EF127181,1,4,xbf
1469,EF112676,1,4,xbf
1470,EF162809,1,4,xbf
1471,EF132754,1,4,xbf
1472,CW318355,1,4,xbf
1473,EF148073,1,4,xbf
1474,EF24781,1,4,xbf
1475,EF41364,1,4,xbf
1476,EF172091,1,4,xbf
1477,EF84410,1,4,xbf
1478,EF144695,1,4,xbf
1479,EF54060,1,4,xbf
1480,EF78267,1,4,xbf
1481,EF153976,1,4,xbf
1482,EF149724,1,4,xbf
1483,EF34485,1,4,xbf
1484,EF161021,4,4,xbf
1485,EF67135,1,4,xbf
1486,EF15661,1,4,xbf
1487,EF44487,1,4,xbf
1488,CW648188,1,4,xbf
1489,EF90436,1,4,xbf
1490,EF102874,1,4,xbf
1491,EF136997,1,4,xbf
1492,EF118094,1,4,xbf
1493,EF106351,1,4,xbf
1494,EF159519,1,4,xbf
1495,EF67961,4,4,xbf
1496,EF138767,1,4,xbf
1497,EF14106,1,4,xbf
1498,EF63886,1,4,xbf
1499,EF110604,1,4,xbf
1500,EF53883,1,4,xbf
1501,EF34669,1,4,xbf
1502,EF98358,1,4,xbf
1503,EF98240,1,4,xbf
1504,EF124825,1,4,xbf
1505,EG49782,1,4,xbf
1506,EG29062,1,4,xbf
1507,EG49074,1,4,xbf
1508,EG15569,1,4,xbf
1509,EG43533,1,4,xbf
1510,EG34050,1,4,xbf
1511,EG35980,1,4,xbf
1512,EG11262,1,4,xbf
1513,EH400222,1,4,xbf
1514,BL312167,1,4,xbf
1515,EH685294,1,4,xbf
1516,BL356373,1,4,xbf
1517,EH923185,1,4,xbf
1518,EH8095,4,4,xbf
1519,EH752729,1,4,xbf
1520,EH598211,1,4,xbf
1521,EH1031298,1,4,xbf
1522,EH739114,1,4,xbf
1523,EH798962,1,4,xbf
1524,EH983263,1,4,xbf
1525,EH1111696,1,4,xbf
1526,EH13299,1,4,xbf
1527,EH420678,1,4,xbf
1528,EH786932,1,4,xbf
1529,EH508866,1,4,xbf
1530,EH885489,1,4,xbf
1531,EH689956,1,4,xbf
1532,EH779010,1,4,xbf
1533,EH614549,1,4,xbf
1534,EH478153,1,4,xbf
1535,EH761251,1,4,xbf
1536,EH129975,1,4,xbf
1537,EH592030,1,4,xbf
1538,EH796719,1,4,xbf
1539,EH593695,1,4,xbf
1540,EH388012,1,4,xbf
1541,EH485155,1,4,xbf
1542,EH868685,4,4,xbf
1543,EH584196,1,4,xbf
1544,EH463531,1,4,xbf
1545,EH300191,1,4,xbf
1546,EH379523,1,4,xbf
1547,EH955241,1,4,xbf
1548,EH1003414,1,4,xbf
1549,EH702326,1,4,xbf
1550,EH23024,1,4,xbf
1551,BL410157,1,4,xbf
1552,EH23574,1,4,xbf
1553,EH113803,1,4,xbf
1554,DE238076,1,4,xbf
1555,EH569953,1,4,xbf
1556,EH531118,1,4,xbf
1557,EH550387,4,4,xbf
1558,EH705163,4,4,xbf
1559,EH813719,1,4,xbf
1560,EH648327,1,4,xbf
1561,EH797901,1,4,xbf
1562,EH1022320,1,4,xbf
1563,EH822502,1,4,xbf
1564,EH383993,4,4,xbf
1565,EH1102728,1,4,xbf
1566,EH945756,1,4,xbf
1567,EH572779,4,4,xbf
1568,EH199203,1,4,xbf
1569,EH94909,1,4,xbf
1570,EH545176,4,4,xbf
1571,EH30122,1,4,xbf
1572,EH962805,1,4,xbf
1573,EH760533,1,4,xbf
1574,EH117333,1,4,xbf
1575,EH735423,1,4,xbf
1576,EH931844,4,4,xbf
1577,EH894435,1,4,xbf
1578,EH589910,1,4,xbf
1579,EH748492,1,4,xbf
1580,EH789300,1,4,xbf
1581,EH774078,1,4,xbf
1582,EH831610,1,4,xbf
1583,DH36371,4,4,xbf
1584,EH182194,1,4,xbf
1585,AL171422,1,4,xbf
1586,EH885053,1,4,xbf
1587,EH332822,1,4,xbf
1588,EH149981,1,4,xbf
1589,EH794598,1,4,xbf
1590,EH118102,1,4,xbf
1591,EH801684,1,4,xbf
1592,EH137010,1,4,xbf
1593,EH170043,1,4,xbf
1594,EH840431,1,4,xbf
1595,EH39550,1,4,xbf
1596,CA47394,1,4,xbf
1597,EH275385,1,4,xbf
1598,EH205448,1,4,xbf
1599,EH1059094,1,4,xbf
1600,EH865368,1,4,xbf
1601,EH828028,1,4,xbf
1602,EH993726,1,4,xbf
1603,EH587109,1,4,xbf
1604,EH387673,1,4,xbf
1605,EH455295,1,4,xbf
1606,EH480190,4,4,xbf
1607,EH771873,1,4,xbf
1608,EH857088,1,4,xbf
1609,EH615877,1,4,xbf
1610,EH424113,4,4,xbf
1611,EH809138,1,4,xbf
1612,EH632884,1,4,xbf
1613,EH816488,1,4,xbf
1614,EH704876,1,4,xbf
1615,EH947302,1,4,xbf
1616,EH463850,1,4,xbf
1617,EH643552,1,4,xbf
1618,EH124118,1,4,xbf
1619,EH440569,1,4,xbf
1620,EL52758,1,4,xbf
1621,EH739533,1,4,xbf
1622,EH899455,1,4,xbf
1623,EH489264,4,4,xbf
1624,EH83783,1,4,xbf
1625,EH778847,1,4,xbf
1626,EH749452,1,4,xbf
1627,EJ27216,1,4,xbf
1628,EJ17762,1,4,xbf
1629,EJ22714,1,4,xbf
1630,EK17484,1,4,xbf
1631,EL56145,1,4,xbf
1632,BR139203,1,4,xbf
1633,EL75612,1,4,xbf
1634,EL18640,1,4,xbf
1635,EL65532,1,4,xbf
1636,EL12814,1,4,xbf
1637,BC53252,1,4,xbf
1638,EL64594,1,4,xbf
1639,EL5042,1,4,xbf
1640,EL67641,1,4,xbf
1641,EL73119,1,4,xbf
1642,EL14158,1,4,xbf
1643,EL66587,1,4,xbf
1644,EM11024,1,4,xbf
1645,EM101196,1,4,xbf
1646,EM111915,1,4,xbf
1647,EM108969,1,4,xbf
1648,EM64385,1,4,xbf
1649,EM12130,1,4,xbf
1650,EM89373,1,4,xbf
1651,EM106061,1,4,xbf
1652,EM92900,1,4,xbf
1653,EM71139,1,4,xbf
1654,EM25387,1,4,xbf
1655,EM77245,1,4,xbf
1656,EM27889,1,4,xbf
1657,EM102531,1,4,xbf
1658,EM106163,1,4,xbf
1659,EM18552,1,4,xbf
1660,EN52597,1,4,xbf
1661,EN58253,1,4,xbf
1662,EN37650,1,4,xbf
1663,EN64307,1,4,xbf
1664,EN57186,1,4,xbf
1665,EN12297,1,4,xbf
1666,EN12177,1,4,xbf
1667,EN52012,1,4,xbf
1668,EN34580,1,4,xbf
1669,EN61586,1,4,xbf
1670,EN51400,1,4,xbf
1671,EN59534,1,4,xbf
1672,EP67826,1,4,xbf
1673,EP35093,4,4,xbf
1674,EP57842,1,4,xbf
1675,EP53109,1,4,xbf
1676,EP43276,1,4,xbf
1677,EP54477,1,4,xbf
1678,BL238850,1,4,xbf
1679,EP98109,1,4,xbf
1680,EP76905,1,4,xbf
1681,EP76584,1,4,xbf
1682,EP12857,4,4,xbf
1683,EP55777,1,4,xbf
1684,EP73708,1,4,xbf
1685,EP21403,1,4,xbf
1686,EB44689,1,4,xbf
1687,ER22102,1,4,xbf
1688,ER28517,1,4,xbf
1689,ER34738,1,4,xbf
1690,ER22271,1,4,xbf
1691,ER28312,1,4,xbf
1692,ER27156,1,4,xbf
1693,ES22568,1,4,xbf
1694,ES15637,1,4,xbf
1695,ES19161,1,4,xbf
1696,ES6531,1,4,xbf
1697,ES4819,1,4,xbf
1698,ES23461,4,4,xbf
