,id_a,distancia
1489,EF90436,7
1490,EF102874,5
1491,EF136997,11
1492,EF118094,13
1493,EF106351,13
1494,EF159519,11
1495,EF67961,57
1496,EF138767,15
1497,EF14106,16
1498,EF63886,9
1499,EF110604,19
1500,EF53883,33
1501,EF34669,4
1502,EF98358,11
1503,EF98240,7
1504,EF124825,31
1505,EG49782,41
1506,EG29062,14
1507,EG49074,10
1508,EG15569,4
1509,EG43533,18
1510,EG34050,11
1511,EG35980,16
1512,EG11262,7
1513,EH400222,10
1514,BL312167,13
1515,EH685294,19
1516,BL356373,11
1517,EH923185,7
1518,EH8095,64
1519,EH752729,14
1520,EH598211,15
1521,EH1031298,10
1522,EH739114,11
1523,EH798962,11
1524,EH983263,14
1525,EH1111696,6
1526,EH13299,9
1527,EH420678,6
1528,EH786932,14
1529,EH508866,8
1530,EH885489,15
1531,EH689956,5
1532,EH779010,18
1533,EH614549,8
1534,EH478153,19
1535,EH761251,13
1536,EH129975,10
1537,EH592030,14
1538,EH796719,10
1539,EH593695,19
1540,EH388012,15
1541,EH485155,9
1542,EH868685,64
1543,EH584196,20
1544,EH463531,10
1545,EH300191,14
1546,EH379523,9
1547,EH955241,22
1548,EH1003414,15
1549,EH702326,14
1550,EH23024,15
1551,BL410157,15
1552,EH23574,11
1553,EH113803,14
1554,DE238076,10
1555,EH569953,10
1556,EH531118,1
1557,EH550387,29
1558,EH705163,10
1559,EH813719,13
1560,EH648327,11
1561,EH797901,8
1562,EH1022320,1
1563,EH822502,13
1564,EH383993,25
1565,EH1102728,19
1566,EH945756,16
1567,EH572779,10
1568,EH199203,10
1569,EH94909,14
1570,EH545176,63
1571,EH30122,12
1572,EH962805,13
1573,EH760533,11
1574,EH117333,9
1575,EH735423,9
1576,EH931844,43
1577,EH894435,4
1578,EH589910,3
1579,EH748492,13
1580,EH789300,13
1581,EH774078,10
1582,EH831610,15
1583,DH36371,64
1584,EH182194,10
1585,AL171422,2
1586,EH885053,8
1587,EH332822,15
1588,EH149981,8
1589,EH794598,22
1590,EH118102,13
1591,EH801684,9
1592,EH137010,14
1593,EH170043,2
1594,EH840431,26
1595,EH39550,9
1596,CA47394,13
1597,EH275385,19
1598,EH205448,9
1599,EH1059094,10
1600,EH865368,1
1601,EH828028,8
1602,EH993726,26
1603,EH587109,16
1604,EH387673,9
1605,EH455295,16
1606,EH480190,64
1607,EH771873,19
1608,EH857088,9
1609,EH615877,34
1610,EH424113,8
1611,EH809138,5
1612,EH632884,13
1613,EH816488,9
1614,EH704876,9
1615,EH947302,10
1616,EH463850,5
1617,EH643552,13
1618,EH124118,8
1619,EH440569,16
1620,EL52758,2
1621,EH739533,1
1622,EH899455,15
1623,EH489264,64
1624,EH83783,13
1625,EH778847,14
1626,EH749452,14
1627,EJ27216,13
1628,EJ17762,10
1629,EJ22714,20
1630,EK17484,2
1631,EL56145,8
1632,BR139203,13
1633,EL75612,17
1634,EL18640,18
1635,EL65532,12
1636,EL12814,6
1637,BC53252,15
1638,EL64594,9
1639,EL5042,15
1640,EL67641,1
1641,EL73119,15
1642,EL14158,5
1643,EL66587,13
1644,EM11024,14
1645,EM101196,9
1646,EM111915,13
1647,EM108969,11
1648,EM64385,6
1649,EM12130,15
1650,EM89373,24
1651,EM106061,19
1652,EM92900,8
1653,EM71139,15
1654,EM25387,16
1655,EM77245,8
1656,EM27889,20
1657,EM102531,11
1658,EM106163,26
1659,EM18552,8
1660,EN52597,22
1661,EN58253,7
1662,EN37650,8
1663,EN64307,19
1664,EN57186,13
1665,EN12297,6
1666,EN12177,33
1667,EN52012,9
1668,EN34580,18
1669,EN61586,11
1670,EN51400,1
1671,EN59534,19
1672,EP67826,14
1673,EP35093,14
1674,EP57842,18
1675,EP53109,11
1676,EP43276,22
1677,EP54477,13
1678,BL238850,18
1679,EP98109,9
1680,EP76905,9
1681,EP76584,18
1682,EP12857,41
1683,EP55777,11
1684,EP73708,14
1685,EP21403,6
1686,EB44689,13
1687,ER22102,9
1688,ER28517,10
1689,ER34738,16
1690,ER22271,13
1691,ER28312,2
1692,ER27156,19
1693,ES22568,14
1694,ES15637,15
1695,ES19161,14
1696,ES6531,9
1697,ES4819,14
1698,ES23461,64
