,id_a,distancia
147,AM39518,22
148,AM81589,26
149,AM81876,36
150,AN22869,22
151,AN80051,14
152,AN184883,20
153,AN144792,26
154,AN72237,11
155,AN122986,19
156,AN32610,29
157,AN144435,31
158,AN5722,8
159,AN127195,38
160,AN163486,62
161,AN21078,21
162,AN166182,11
163,AN192980,22
164,AN132886,3
165,AN195770,3
166,AN198038,20
167,AN121625,60
168,AN124301,31
169,AN163264,45
170,AN109444,10
171,AN99584,20
172,AN106055,18
173,AN14003,11
174,EH109111,40
175,AN14524,27
176,AN187401,28
177,AN197757,1
178,AN102279,20
179,AN57633,37
180,AN56469,20
181,AN186071,29
182,AN121822,15
183,AN126895,22
184,AP54149,18
185,EL50977,15
186,AP39965,9
187,AP73880,5
188,AP23032,8
189,AM73731,15
190,AP27264,1
191,AP69516,18
192,AP28281,15
193,AP4480,22
194,AP75921,22
195,AP29442,25
196,AP39912,18
197,AP30991,25
198,AM64602,15
199,AP81448,11
200,AR14008,22
201,AS63804,8
202,AS58016,34
203,AS79203,31
204,AS86129,26
205,AS36678,26
206,AS24148,28
207,AS86503,29
208,AS78167,10
209,AS85572,20
210,AS47144,8
211,AS76317,32
212,AS85196,36
213,DL115164,27
214,AS65390,34
215,AS77317,29
216,AS13031,21
217,AS44520,25
218,AS14976,14
219,AS75879,19
220,AT8181,26
221,AT8481,45
222,AT27997,22
223,AW190842,8
224,AX68174,24
225,AW132709,16
226,AW6363,45
227,AW196088,15
228,AW167906,22
229,CW509040,11
230,AW138252,34
231,AW108699,4
232,AW110905,25
233,AW203617,8
234,AW168443,2
235,AW134578,14
236,AW90915,19
237,AW166651,15
238,AW131893,20
239,AW172023,16
240,AW127055,21
241,AW206282,21
242,AW157381,19
243,AW161689,20
244,CN61774,37
245,AW131735,21
246,AW23336,19
247,AW168724,25
248,AW84328,22
249,AW144840,15
250,AW102616,13
251,AW174965,34
252,AW6339,4
253,AW185536,37
254,AX2065,60
255,AX47586,21
256,AX4014,28
257,AX32662,11
258,AX7110,24
259,AX42203,26
260,AX54075,2
261,AX36949,21
262,AX9577,15
263,DE174808,16
264,AX36413,19
265,AX56958,37
266,AX35850,1
267,AY16743,26
268,AY25754,19
269,AY34658,16
270,AZ16432,49
271,AY27393,62
272,BA5123,26
273,BA7616,19
274,BA15079,29
275,BB36934,34
276,BB46453,1
277,BB94097,27
278,BB102225,2
279,DN71002,62
280,BB72542,30
281,BB41530,11
282,BB59749,31
283,BB42488,31
284,BB52527,19
285,BB33624,26
286,BB45678,14
287,BB71552,2
288,BC56103,9
289,BC56478,31
290,BC47962,22
291,BC28458,15
292,BC51840,34
293,BC55500,24
294,BC46727,38
295,BC36579,30
296,BC18810,3
297,BD8064,47
298,BD130599,27
299,BD105809,5
300,BD52290,34
301,BD114669,1
302,BD99277,30
303,BD138825,29
304,BD73339,32
305,BD135190,34
306,BD27764,27
307,BD46333,29
308,BD106654,28
309,BD121893,21
310,BD115898,22
311,BD7770,30
312,BD77832,29
313,BD114224,26
314,BD111555,37
315,BD130926,5
316,DD110802,64
317,BD79835,2
318,BD114053,21
319,BE400449,64
320,BE109801,1
321,BE277587,26
322,BE298300,48
323,BE337380,40
324,BE299565,28
325,BE253559,14
326,BE305470,36
327,BE173376,1
328,BE7466,38
329,BE58235,5
330,BE298406,22
331,BE316549,33
332,BE300057,40
333,BE346495,21
334,BE305230,22
335,BE285220,34
336,BE289998,18
337,BE210125,38
338,BE298555,14
339,BE374535,24
340,BE207356,34
341,BE233682,14
342,BE60962,34
343,BE239936,62
344,BE390939,37
345,BE318047,14
346,BE393259,29
347,BE327138,38
348,BE370476,31
349,BE251126,34
350,BE154108,34
351,BE190376,34
352,BE108939,48
353,BE274364,34
354,BE304350,34
355,BE174851,1
356,BE290718,34
357,BE242288,49
358,BE141354,14
359,BE55827,14
360,EH816715,14
361,BE78653,22
362,BE281379,30
363,BE310498,14
364,BE14869,19
365,BE317551,34
366,BE275311,30
367,BE386251,34
368,BE286078,34
369,BE160543,37
370,BE188733,22
371,BE302016,37
372,BE49185,22
373,BE105527,26
374,BE172950,3
375,BE255485,52
376,BE195283,34
377,BE49652,26
378,BE131036,19
379,BE308480,38
380,BE308688,11
381,BE349567,28
382,BE233350,42
383,BF33177,15
384,BF27159,2
385,BF28207,38
386,BF20965,16
387,BG18839,20
388,BG8403,29
389,BG2829,20
390,BG31453,22
391,BG47021,42
392,BG47029,22
393,DZ12338,22
394,BH80872,26
395,BN363007,19
396,BH13586,8
397,BH101915,15
398,BH149024,8
399,BH52304,14
400,BH163457,3
401,BH18129,64
402,BH18457,28
403,BH95277,5
404,BH102713,22
405,BH164806,27
406,BH79219,8
407,BH127133,34
408,BH140486,26
409,BH125098,29
410,BH6804,22
411,BH97700,34
412,BH152057,29
413,BH138141,26
414,BH63938,34
415,BJ42479,34
416,BJ5507,19
417,BJ36536,26
418,BJ24312,19
419,BK19207,60
420,BK43122,4
421,BK49547,21
422,BL132720,11
423,BL341037,1
424,BL347340,19
425,BL202249,14
426,BL258824,19
427,BL188825,19
428,BL191742,15
429,BL226149,34
430,BL74341,24
431,BL442077,8
432,BL455194,8
433,BY540657,32
434,BL263314,15
435,BL410348,8
436,BL285842,8
437,BL272835,19
438,BL375922,39
439,BL160995,19
440,BL394897,30
441,BL287354,19
442,BL330909,19
443,BL392966,37
444,BL353852,14
445,BL442823,26
446,BL463247,26
447,BL362701,20
448,BL385077,1
449,BL38460,64
450,BL370832,24
451,BL343618,1
452,BL129855,13
453,BL371881,64
454,BL301201,34
455,BL335246,64
456,BL230746,30
457,BL239897,13
458,BL43923,19
459,BL262935,19
460,BN324213,19
461,BL350444,31
462,BL281581,5
463,BL273851,29
464,BL459240,11
465,BL362097,30
466,BL465094,42
467,BL317367,64
468,BL213722,21
469,BL401222,3
470,BL419426,8
471,BL362350,13
472,BL344234,14
473,BL401502,19
474,BL364347,8
475,EH563588,38
476,BL325967,11
477,BL57028,10
478,BL382807,26
479,BL446120,26
480,BL372677,11
481,BL279830,1
482,BL441462,20
483,BL402693,26
484,BL308254,21
485,BL364328,19
486,BL51056,19
487,BL396640,26
488,BL406304,8
489,BM63171,29
490,BM58363,1
491,BM53531,36
492,BM65572,29
493,BM33103,22
494,BM71895,19
495,BM28827,8
496,BM13829,16
497,BM46717,21
498,BN168880,26
499,BN426199,8
500,BN410981,1
501,BN299194,34
502,BN5491,37
503,BN372936,38
504,AK93050,32
505,BN472445,64
506,BN438845,19
507,BN402565,30
508,BN364853,14
509,BN464898,15
510,BN367718,14
511,BN397096,33
512,BN390213,37
513,BN290579,39
514,BN18742,37
515,BN123352,28
516,AF25802,64
517,BN141373,39
518,DS55628,39
519,BN324246,64
520,BN332084,29
521,BN442051,20
522,BN213508,13
523,BN428974,30
524,BN326939,36
525,BN379944,8
526,BN400394,34
527,BN33644,34
528,BN481577,34
529,BN149569,14
530,BN431739,64
531,BN310841,37
532,BN450962,37
533,BN38057,15
534,BN257937,43
535,BN38691,52
536,BN349566,29
537,BN84693,30
538,BN368018,34
539,BN383643,38
540,BN249162,22
541,BN386286,47
542,BN368203,37
543,BN215914,8
544,BN323362,8
545,BN109701,26
546,BN465709,38
547,BN215960,29
548,CW586897,41
549,BN379317,30
550,BN295849,41
551,BN396895,34
552,BN58515,33
553,BN288662,8
554,BN192017,14
555,BN458577,39
556,DN118275,34
557,BN401685,30
558,BN68262,14
559,BY206751,8
560,BN341865,40
561,BP5669,26
562,BP47509,52
563,BP11064,25
564,BP39601,32
565,BP33096,26
566,BP43742,20
567,BP48812,38
568,BR141128,36
569,BR188845,24
570,BR115155,14
571,BR129032,20
572,BR3623,30
573,BR158132,14
574,BR158454,8
575,BR144607,8
576,BR7003,8
577,BR203441,34
578,BR103751,19
579,BR140012,10
580,BR118474,8
581,BR172547,33
582,BR131163,22
583,BR64988,34
584,BR14451,22
585,BR101083,16
586,BR120847,8
587,BR18908,16
588,BR159041,8
589,BR165240,8
590,BR24218,26
591,BR168193,34
592,BR171832,27
593,BR153450,37
594,BR25792,28
595,BR161541,19
596,BR25976,8
597,BR168681,5
598,BR175076,50
599,BR89282,38
600,BR112392,20
601,CN68917,26
602,BR32165,14
603,BR150023,8
604,BR76224,20
605,BR173277,34
606,BR91043,29
607,BR167914,26
608,BS12552,5
609,BS2345,11
610,BS11236,8
611,BS7082,25
612,BS8814,1
613,BS12506,28
614,BT9971,14
615,BW3555,19
616,BW5192,14
617,EG2312,20
618,BW3133,2
619,BW48641,2
620,BW54888,9
621,BW43838,14
622,BW49573,11
623,BW37721,8
624,BX16273,29
625,BY268065,26
626,BY647378,7
627,BY7324,30
628,BY520669,64
629,BY536106,11
630,BY346731,14
631,BY278135,29
632,BY321790,18
633,BY506315,32
634,BY368647,42
635,BY399753,64
636,BY475252,32
637,BY624800,19
638,BY501364,8
639,BY526441,8
640,BY487357,8
641,BY510500,32
642,BY484820,14
643,BY65571,18
644,BY370815,51
645,BY386344,32
646,BY327538,29
647,BY488030,64
648,BY43879,22
649,BY375403,22
650,BY339901,11
651,BY576381,14
652,CY20570,30
653,BY484880,29
654,BY515642,41
655,BY66748,19
656,BY508849,29
657,BY73867,11
658,BY526651,20
659,BY271009,25
660,BY80397,31
661,BY633422,28
662,BY406542,29
663,BY480902,2
664,BY553301,47
665,BY304146,20
666,BY563186,29
667,BY398436,19
668,BY523954,11
669,BY486193,40
670,BY527797,28
671,BY114669,15
672,BY513850,28
673,BY386031,28
674,BY588969,38
675,BY353078,8
676,BY535840,34
677,BY293095,16
678,BY386663,32
679,BY307179,14
680,BY528290,64
681,BY616914,64
682,BY364341,29
683,BY152778,26
684,BY327303,34
685,BY652888,26
686,BY487510,2
687,BY544639,26
688,BY364038,36
689,BY569365,20
690,BY372754,36
691,BY464842,38
692,BY413636,30
693,BY171512,27
694,BY577468,37
695,BY567230,19
696,BY173589,14
697,BY569566,14
698,BY522881,34
699,BY368451,20
700,BY415906,8
701,BY494204,8
702,BY572186,19
703,BY532873,20
704,BY380533,30
705,CW433160,11
706,BY452917,28
707,BY518111,38
708,BY606112,16
709,BY332577,40
710,BY265322,34
711,BY409648,8
712,BY205971,8
713,BY413114,20
714,BY188080,30
715,BY632048,8
716,AL210909,38
717,AK55337,64
718,BY564642,26
719,BZ3707,32
720,BZ9556,25
721,BZ53525,18
722,BE202234,24
723,BZ28357,34
724,BZ54137,38
725,EH141218,26
726,BZ29111,18
727,BZ44586,34
728,CA86536,21
729,CA46097,26
730,EH684318,26
731,CA74781,1
732,CA7368,5
733,CA87646,1
734,CA103753,26
735,CA96399,1
736,CA82068,22
737,CA95249,11
738,CA21356,11
739,BE251234,29
740,CA14581,15
741,CA108267,1
742,CA77283,24
743,CA29871,8
744,CA77101,14
745,CA83284,32
746,CA87551,34
747,CA81330,16
748,CA90297,21
749,CB25236,26
750,CB5222,8
751,CB19786,38
752,AK77330,26
753,CB51909,11
754,CB52215,32
755,CB55768,14
756,CB13112,19
757,CB17226,14
758,DS69644,9
759,CB77083,29
760,CB35060,29
761,CB72262,30
762,CC119700,34
763,CC83137,22
764,CC25924,34
765,CC119632,8
766,CC96724,40
767,CC11372,37
768,CC123092,58
769,AL105477,26
770,CC92601,26
771,CC72644,34
772,CC63226,3
773,CC114944,15
774,AL131190,61
775,CC55095,52
776,CC85623,33
777,CC114508,52
778,AL141141,22
779,CC41392,52
780,CC121049,52
781,CC128562,40
782,CD19782,21
783,CD15975,26
784,CD20305,20
785,CD18385,2
786,CD24236,18
787,CE37711,22
788,CE37933,19
789,CE36835,29
790,CE48228,44
791,CE13756,11
792,CE18527,19
793,CE13083,15
794,CE27968,64
795,CE24997,10
796,CE17255,6
797,CE37605,4
798,CF2823,29
799,CG132476,29
800,CG132638,37
801,CG136380,29
802,CG134321,29
803,CG8215,37
804,CG9787,37
805,CG9823,13
806,CG130476,22
807,CG116958,38
808,CG169627,38
809,CG134332,34
810,CG19459,26
811,CG100262,38
812,AW142867,26
813,CG21670,26
814,CG22570,34
815,CG25529,34
816,AW180837,15
817,CG36661,15
818,DZ24616,59
819,CG76853,19
820,CG141280,6
821,CG94334,52
822,CG130273,27
823,CG104411,32
824,CG106664,34
825,CG107354,19
826,CG123184,38
827,CG169445,18
828,CG147105,37
829,AY25791,30
830,AL168688,8
831,CH45737,15
832,CH38225,32
833,CH31171,19
834,CH15870,7
835,CH46026,25
836,CH35913,10
837,CH4692,26
838,CJ150794,19
839,CJ118406,32
840,CJ132105,10
841,CJ26576,22
842,CJ59364,9
843,CJ18447,29
844,CJ53569,19
845,CJ40739,5
846,CJ55814,64
847,CJ22540,34
848,CJ18970,31
849,EH639228,26
850,CJ63398,15
851,CJ49152,29
852,CJ136359,31
853,CJ20671,2
854,CJ117700,8
855,CJ61990,21
856,CJ11512,22
857,CJ137183,1
858,CK13433,22
859,CK11821,21
860,CK13490,37
861,CL2047,15
862,CL32879,2
863,CL50586,11
864,CL45923,20
865,CL9729,1
866,CL44115,1
867,CL47307,34
868,CL6826,15
869,CL57607,1
870,CL52037,34
871,CM34540,13
872,CM58878,20
873,CM6544,26
874,CM15695,13
875,CM49458,14
876,CM68886,3
877,CM51187,20
878,CN67544,25
879,CN35099,21
880,CN6137,33
881,CN47457,34
882,CN69287,19
883,CN24988,18
884,CN49350,11
885,CN17113,49
886,CN54521,16
887,CN48946,31
888,CN65975,32
889,CN70564,11
890,CN40912,38
891,CN25231,19
892,CN82734,14
893,CN74608,42
894,CP39052,1
895,CP33011,8
896,CP31687,5
897,CP35664,42
898,CP20993,18
899,CP36922,20
900,CP22055,22
901,CP14845,14
902,CP26093,18
903,CP22665,29
904,CP27002,14
905,CR16687,19
906,CR6299,64
907,CR6384,34
908,CR15516,40
909,CR11084,4
910,CR28240,22
911,CS31921,33
912,CS19366,4
913,CS18371,5
914,CS21750,42
915,CS30437,22
916,CS19040,64
917,CS31441,64
918,CT46492,24
919,CT45609,34
920,CT17332,14
921,CT35547,1
922,CT48102,20
923,CT37494,21
924,CT39086,34
925,CT38528,22
926,CT31276,24
927,CW892014,1
928,CW49830,37
929,CW915505,37
930,CW842902,52
931,CW791879,44
932,CW162098,59
933,CW3686,5
934,CW535827,48
935,EH543351,51
936,BL111224,30
937,CW671027,1
938,CW725868,1
939,CW788356,19
940,CW76770,37
941,CW824790,44
942,CW1114054,42
943,CW6588,1
944,CW103187,49
945,CW665026,37
946,CW977883,48
947,CW53446,19
948,CW430166,44
949,CW889075,44
950,CW272529,36
951,CW1038466,38
952,CW936043,59
953,CW801433,38
954,CW917442,52
955,CW740276,38
956,CW820011,38
957,CW1141031,64
958,CW780905,30
959,CW841022,37
960,CW1105990,64
961,CW647823,1
962,CW10469,36
963,CW114409,2
964,CW768512,37
965,CW505158,49
966,CW708291,64
967,CW726262,48
968,CW618730,44
969,CW902798,5
970,CW865689,64
971,CW1128688,44
972,CW13846,59
973,DD134238,49
974,CW870230,19
975,CW986157,64
976,CW649043,18
977,CW712510,32
978,BY289034,19
979,CW695928,49
980,CW785517,38
981,CW464808,44
982,CW578897,40
983,CW16472,19
984,CW823491,38
985,CW738522,51
986,CW430077,19
987,CW852814,48
988,CW1125698,59
989,BN323693,38
990,CW658048,49
991,CW814621,44
992,CW774891,59
993,CW935619,44
994,CW1024925,1
995,CW722031,36
996,CW925679,49
997,CW773228,54
998,CW453549,44
999,CW1034272,64
1000,CW919322,59
1001,CW732038,37
1002,CW243089,36
1003,AN121102,19
1004,CW1066388,5
1005,CW503006,43
1006,CW885591,63
1007,CW681289,49
1008,CW781735,38
1009,CG43610,51
1010,CW633379,54
1011,CW618087,37
1012,CW841891,34
1013,CW853668,38
1014,CW76748,44
1015,CW988494,38
1016,CW502794,19
1017,CW237728,38
1018,EF140437,38
1019,CW878454,38
1020,CW668399,37
1021,CW807272,52
1022,CW804730,37
1023,CW1084266,52
1024,CW802997,34
1025,CW923512,44
1026,CW1076758,5
1027,CW677604,59
1028,CW495204,19
1029,CW1155007,19
1030,CW819275,37
1031,CW50138,44
1032,CW1084105,30
1033,CW1052443,44
1034,CW994849,5
1035,CW774350,39
1036,CW855455,36
1037,CW847690,19
1038,CW690136,32
1039,CW812483,5
1040,CW407449,44
1041,CW496442,29
1042,CW772417,38
1043,CW129364,59
1044,CW654152,64
1045,CW857250,51
1046,CW888847,38
1047,CW522976,49
1048,CW30656,38
1049,CW560993,38
1050,CW964701,49
1051,CW147375,14
1052,CW381210,36
1053,CW359379,64
1054,CW54310,39
1055,CW937337,36
1056,CW1097659,44
1057,CW782164,49
1058,CW858937,49
1059,CW857144,44
1060,CW888597,19
1061,CW730185,44
1062,CW565605,37
1063,CW766813,38
1064,CW555855,52
1065,CW597951,64
1066,CW234899,37
1067,CW114275,49
1068,CW834649,38
1069,CW836704,20
1070,CW212240,19
1071,CW763278,54
1072,CW765189,51
1073,CW772949,11
1074,CW827341,19
1075,CW856103,36
1076,CX13365,29
1077,CX16681,8
1078,CX14648,4
1079,CX18434,13
1080,CX18524,30
1081,CY23488,27
1082,CY20647,2
1083,CY25241,16
1084,CY8606,27
1085,CY20138,21
1086,CZ15419,28
1087,CZ26824,21
1088,CZ86898,14
1089,CZ2588,52
1090,CZ88396,64
1091,CZ80030,21
1092,CZ38774,44
1093,CZ78595,31
1094,CZ48717,8
1095,CZ91013,19
1096,CZ93438,10
1097,CZ25562,24
1098,CZ43730,59
1099,CZ67659,14
1100,CZ17432,29
1101,CZ79791,2
1102,CZ81359,33
1103,CZ101129,64
1104,CZ69877,27
1105,DH49143,29
1106,CZ25984,16
1107,CZ58654,39
1108,DA66034,15
1109,DA89512,29
1110,DA3204,42
1111,DA105751,42
1112,DA114870,42
1113,DA115432,30
1114,DA111415,1
1115,DA11538,25
1116,DA11296,31
1117,EP82216,37
1118,DA96469,28
1119,DA6495,28
1120,DA17422,27
1121,DA62739,37
1122,DA88757,29
1123,DA37422,15
1124,DA116087,29
1125,EJ28453,64
1126,DA52091,37
1127,DB221993,33
1128,DB127572,33
1129,DB137581,33
1130,DB2616,42
1131,DB85683,20
1132,DB211697,3
1133,DB282282,20
1134,DB219705,29
1135,BY468817,14
1136,DB51935,47
1137,DB185192,15
1138,DB115847,34
1139,DB36405,27
1140,DB253214,3
1141,DB226493,22
1142,DB149511,29
1143,DB179652,42
1144,DB195629,47
1145,DB206284,22
1146,DB216116,14
1147,DB204765,27
1148,DB133895,20
1149,DB147336,27
1150,DB194045,22
1151,DB185910,20
1152,DB169363,5
1153,DB236560,4
1154,DL169910,33
1155,DB226201,62
1156,AS50953,20
1157,DB102670,29
1158,DB177122,24
1159,DB267922,4
1160,DB257440,47
1161,DB228637,33
1162,DB216613,38
1163,DB150913,38
1164,DB91051,22
1165,DB236787,5
1166,AL208348,3
1167,DC18149,11
1168,DC2151,2
1169,DC5811,37
1170,DC18359,31
1171,DC25924,2
1172,DD137612,22
1173,DD128566,5
1174,DD17443,34
1175,DD74598,28
1176,DD116493,5
1177,DD97617,40
1178,DD109354,26
1179,DD157402,26
1180,DD154246,64
1181,DD155240,14
1182,DD156386,30
1183,DD64510,28
1184,DD83289,61
1185,DD55933,34
1186,DD107769,19
1187,DD108766,29
1188,DD128793,34
1189,DD138070,61
1190,DD126706,38
1191,DD12597,48
1192,DD117959,25
1193,DD109965,40
1194,DD137209,11
1195,DD72124,19
1196,DD130555,28
1197,DD137721,45
1198,EH835151,14
1199,DD120404,8
1200,DD72199,32
1201,DD134140,29
1202,DE239350,59
1203,DE282005,38
1204,EL52221,28
1205,DE241905,31
1206,DE15870,33
1207,DE236706,11
1208,DE266253,26
1209,DE127406,37
1210,DE211680,36
1211,DE298287,34
1212,DE241257,34
1213,DE263588,15
1214,DE172861,22
1215,DE95213,49
1216,BY399571,19
1217,DE231317,22
1218,DE283377,43
1219,DE275511,21
1220,DE254599,21
1221,DE17257,61
1222,DE192568,37
1223,DE243059,19
1224,DE254308,34
1225,DE225690,26
1226,DK34285,4
1227,DE240002,24
1228,CG108006,26
1229,DE294320,24
1230,DE137027,33
1231,DE266924,19
1232,DE307328,24
1233,AK9098,8
1234,DF16830,32
1235,DG52201,32
1236,DG23729,29
1237,DG45526,36
1238,DG44211,5
1239,DG52352,22
1240,DG41002,48
1241,DG57369,28
1242,DH47810,31
1243,DH21633,42
1244,DH27686,37
1245,DH49276,44
1246,DH31274,14
1247,DH38357,8
1248,DH36595,27
1249,DH33030,30
1250,DB187502,47
1251,DH50144,34
1252,AR7156,38
1253,DJ9669,18
1254,DJ7288,29
1255,DJ14396,18
1256,DJ7764,34
1257,DK37986,8
1258,DK34709,14
1259,DK18914,29
1260,DK17905,1
1261,DK5579,18
1262,DK35398,26
1263,DL218172,34
1264,DK31687,29
1265,DL188456,64
1266,DL254358,64
1267,DL195161,15
1268,DL188272,25
1269,DL94696,26
1270,DL219021,28
1271,DL116041,29
1272,DL228796,37
1273,DL219007,37
1274,DL119157,34
1275,DL13470,37
1276,DL182671,13
1277,DL171830,19
1278,DL50496,26
1279,DL165008,19
1280,CW776061,34
1281,DL191673,29
1282,DL247115,19
1283,DL95999,14
1284,DL240464,34
1285,DL212226,13
1286,DL234008,14
1287,DL191634,30
1288,DL123654,28
1289,DL220535,37
1290,DL252972,14
1291,DL183534,31
1292,DL244285,29
1293,DL176641,62
1294,DL208447,37
1295,DM28743,24
1296,DM20532,42
1297,DM13143,28
1298,DN97488,18
1299,DN119147,24
1300,DN130839,21
1301,DN52251,18
1302,DN48164,16
1303,DN127639,2
1304,DN124165,21
1305,DN14068,6
1306,CL47115,2
1307,DN107961,22
1308,DN72880,45
1309,DN18340,20
1310,DN121700,21
1311,DN25665,19
1312,DN44832,15
1313,DN21831,2
1314,DN47977,1
1315,BH146977,2
1316,DP30715,26
1317,DP27791,14
1318,DP16741,22
1319,DP37740,15
1320,DP44784,8
1321,DP24201,1
1322,DR108607,32
1323,DR70423,14
1324,DR106949,29
1325,DR116989,34
1326,DR84451,21
1327,DR77660,21
1328,DR62377,3
1329,DR106790,26
1330,DR33450,18
1331,DR32225,39
1332,DR99576,21
1333,DR46840,14
1334,DR30162,10
1335,DR58599,5
1336,DR112038,27
1337,DR102264,10
1338,DR106025,29
1339,DR95721,5
1340,DR6928,34
1341,DR71935,3
1342,DR112159,52
1343,DS41486,37
1344,DS49381,52
1345,DS10373,11
1346,DS83317,27
1347,DS109227,20
1348,DS102497,18
1349,DS26788,34
1350,DS2946,14
1351,DS35937,9
1352,AT12336,34
1353,DS77150,20
1354,DS34504,22
1355,DS108459,40
1356,DS28470,13
1357,DS105129,20
1358,DS33693,25
1359,DS65231,19
1360,DT145059,8
1361,DT39768,18
1362,DT119805,21
1363,DT111169,8
1364,DT136804,15
1365,DT131307,15
1366,DT107360,29
1367,DT128763,11
1368,DT14534,4
1369,DT104236,20
1370,DT135199,20
1371,DT135786,47
1372,DT34432,26
1373,DT132427,1
1374,DT126458,20
1375,DT90223,15
1376,DT146308,28
1377,DT135273,64
1378,DT137404,8
1379,DT139145,31
1380,DT136913,20
1381,DT117210,22
1382,DT58076,34
1383,DT15464,40
1384,DT69409,8
1385,DT114466,22
1386,DT4535,8
1387,DT118646,40
1388,DT137281,26
1389,AN127662,20
1390,DW14498,21
1391,DW58296,19
1392,DW26228,19
1393,DW59352,15
1394,DW33438,2
1395,DW57569,8
1396,DW32613,15
1397,DX19962,21
1398,DX20968,64
1399,DX5765,22
1400,DX21318,8
1401,DX52821,30
1402,DX57366,11
1403,DX46144,22
1404,DX12634,15
1405,DX25278,20
1406,DX27029,28
1407,DX53435,9
1408,DX52876,22
1409,DX28842,22
1410,DX58967,29
1411,DX49208,11
1412,DX40537,32
1413,DX50061,27
1414,DY31276,2
1415,DY3386,4
1416,DY27573,20
1417,DY5171,26
1418,DY27167,4
1419,DY8504,29
1420,DY3439,19
1421,DY31576,22
1422,DZ8935,21
1423,DZ10543,22
1424,DZ18479,8
1425,DZ25666,11
1426,DZ25730,29
1427,DZ69398,26
1428,DZ51689,60
1429,DZ67110,45
1430,DZ46421,16
1431,DZ51595,59
1432,EA34052,45
1433,EA25859,38
1434,EA46556,11
1435,EA32919,21
1436,EA21865,18
1437,EA9905,13
1438,EB52851,8
1439,EB54754,34
1440,EB50168,22
1441,EB54023,20
1442,EB44509,19
1443,EB10381,2
1444,EB10241,28
1445,EB51978,19
1446,EB31283,22
1447,EB55930,28
1448,EB52058,15
1449,EB66859,8
1450,EB29229,26
1451,EB12689,30
1452,EB47053,52
1453,EC2893,22
1454,CB56809,18
1455,EC20889,26
1456,EC6342,60
1457,EC6384,26
1458,EC12797,18
1459,ED29425,42
1460,ED38870,1
1461,ED12970,14
1462,ED39171,9
1463,ED28424,8
1464,ED36215,8
1465,ED10174,1
1466,ED41293,38
1467,EF135709,22
1468,EF127181,14
1469,EF112676,8
1470,EF162809,20
1471,EF132754,22
1472,CW318355,26
1473,EF148073,22
1474,EF24781,22
1475,EF41364,26
1476,EF172091,21
1477,EF84410,40
1478,EF144695,14
1479,EF54060,8
1480,EF78267,26
1481,EF153976,4
1482,EF149724,30
1483,EF34485,26
1484,EF161021,14
1485,EF67135,18
1486,EF15661,8
1487,EF44487,8
1488,CW648188,26
