,id_a,distancia
615,BW3555,2
616,BW5192,1
617,EG2312,1
618,BW3133,2
619,BW48641,1
620,BW54888,2
621,BW43838,2
622,BW49573,2
623,BW37721,2
624,BX16273,1
625,BY268065,4
626,BY647378,2
627,BY7324,3
628,BY520669,1
629,BY536106,1
630,BY346731,6
631,BY278135,1
632,BY321790,1
633,BY506315,3
634,BY368647,2
635,BY399753,2
636,BY475252,2
637,BY624800,2
638,BY501364,3
639,BY526441,2
640,BY487357,2
641,BY510500,2
642,BY484820,3
643,BY65571,2
644,BY370815,2
645,BY386344,2
646,BY327538,2
647,BY488030,2
648,BY43879,1
649,BY375403,1
650,BY339901,1
651,BY576381,4
652,CY20570,2
653,BY484880,2
654,BY515642,2
655,BY66748,2
656,BY508849,2
657,BY73867,2
658,BY526651,2
659,BY271009,2
660,BY80397,1
661,BY633422,1
662,BY406542,1
663,BY480902,2
664,BY553301,3
665,BY304146,4
666,BY563186,3
667,BY398436,1
668,BY523954,2
669,BY486193,2
670,BY527797,2
671,BY114669,1
672,BY513850,1
673,BY386031,1
674,BY588969,2
675,BY353078,3
676,BY535840,4
677,BY293095,1
678,BY386663,1
679,BY307179,4
680,BY528290,24
681,BY616914,26
682,BY364341,2
683,BY152778,2
684,BY327303,3
685,BY652888,2
686,BY487510,2
687,BY544639,2
688,BY364038,3
689,BY569365,2
690,BY372754,4
691,BY464842,2
692,BY413636,3
693,BY171512,2
694,BY577468,2
695,BY567230,1
696,BY173589,2
697,BY569566,2
698,BY522881,1
699,BY368451,3
700,BY415906,2
701,BY494204,2
702,BY572186,2
703,BY532873,2
704,BY380533,2
705,CW433160,2
706,BY452917,1
707,BY518111,37
708,BY606112,2
709,BY332577,2
710,BY265322,1
711,BY409648,2
712,BY205971,2
713,BY413114,3
714,BY188080,4
715,BY632048,1
716,AL210909,4
717,AK55337,3
718,BY564642,2
719,BZ3707,2
720,BZ9556,2
721,BZ53525,1
722,BE202234,1
723,BZ28357,1
724,BZ54137,2
725,EH141218,2
726,BZ29111,1
727,BZ44586,2
728,CA86536,1
729,CA46097,2
730,EH684318,1
731,CA74781,1
732,CA7368,2
733,CA87646,1
734,CA103753,1
735,CA96399,1
736,CA82068,3
737,CA95249,2
738,CA21356,1
739,BE251234,2
740,CA14581,1
741,CA108267,1
742,CA77283,1
743,CA29871,2
744,CA77101,1
745,CA83284,1
746,CA87551,2
747,CA81330,2
748,CA90297,2
749,CB25236,3
750,CB5222,2
751,CB19786,2
752,AK77330,2
753,CB51909,2
754,CB52215,2
755,CB55768,1
756,CB13112,2
757,CB17226,1
758,DS69644,2
759,CB77083,2
760,CB35060,2
761,CB72262,2
762,CC119700,2
763,CC83137,1
764,CC25924,1
765,CC119632,2
766,CC96724,2
767,CC11372,1
768,CC123092,3
769,AL105477,1
770,CC92601,2
771,CC72644,1
772,CC63226,1
773,CC114944,2
774,AL131190,2
775,CC55095,1
776,CC85623,2
777,CC114508,1
778,AL141141,1
779,CC41392,2
780,CC121049,2
781,CC128562,1
782,CD19782,2
783,CD15975,2
784,CD20305,2
785,CD18385,1
786,CD24236,4
787,CE37711,2
788,CE37933,1
789,CE36835,2
790,CE48228,44
791,CE13756,2
792,CE18527,1
793,CE13083,1
794,CE27968,2
795,CE24997,1
796,CE17255,1
797,CE37605,2
798,CF2823,1
799,CG132476,29
800,CG132638,2
801,CG136380,1
802,CG134321,3
803,CG8215,2
804,CG9787,4
805,CG9823,2
806,CG130476,2
807,CG116958,19
808,CG169627,25
809,CG134332,15
810,CG19459,3
811,CG100262,2
812,AW142867,1
813,CG21670,2
814,CG22570,1
815,CG25529,2
816,AW180837,2
817,CG36661,3
818,DZ24616,2
819,CG76853,2
820,CG141280,1
821,CG94334,2
822,CG130273,2
823,CG104411,1
824,CG106664,3
825,CG107354,2
826,CG123184,3
827,CG169445,2
828,CG147105,2
829,AY25791,1
830,AL168688,1
831,CH45737,1
832,CH38225,2
833,CH31171,3
834,CH15870,1
835,CH46026,1
836,CH35913,2
837,CH4692,1
838,CJ150794,2
839,CJ118406,2
840,CJ132105,1
841,CJ26576,2
842,CJ59364,1
843,CJ18447,1
844,CJ53569,1
845,CJ40739,1
846,CJ55814,2
847,CJ22540,8
848,CJ18970,2
849,EH639228,2
850,CJ63398,8
851,CJ49152,2
852,CJ136359,2
853,CJ20671,2
854,CJ117700,8
855,CJ61990,1
856,CJ11512,3
857,CJ137183,1
858,CK13433,1
859,CK11821,1
860,CK13490,3
861,CL2047,1
862,CL32879,2
863,CL50586,2
864,CL45923,15
865,CL9729,1
866,CL44115,1
867,CL47307,1
868,CL6826,1
869,CL57607,1
870,CL52037,1
871,CM34540,2
872,CM58878,1
873,CM6544,1
874,CM15695,2
875,CM49458,1
876,CM68886,2
877,CM51187,2
878,CN67544,1
879,CN35099,1
880,CN6137,1
881,CN47457,2
882,CN69287,1
883,CN24988,1
884,CN49350,2
885,CN17113,2
886,CN54521,2
887,CN48946,1
888,CN65975,1
889,CN70564,2
890,CN40912,1
891,CN25231,1
892,CN82734,1
893,CN74608,2
894,CP39052,1
895,CP33011,1
896,CP31687,3
897,CP35664,3
898,CP20993,2
899,CP36922,2
900,CP22055,1
901,CP14845,1
902,CP26093,1
903,CP22665,2
904,CP27002,1
905,CR16687,2
906,CR6299,19
907,CR6384,1
908,CR15516,2
909,CR11084,1
910,CR28240,2
911,CS31921,2
912,CS19366,3
913,CS18371,2
914,CS21750,2
915,CS30437,2
916,CS19040,11
917,CS31441,2
918,CT46492,2
919,CT45609,1
920,CT17332,2
921,CT35547,1
922,CT48102,2
923,CT37494,2
924,CT39086,2
925,CT38528,2
926,CT31276,2
927,CW892014,1
928,CW49830,1
929,CW915505,1
930,CW842902,2
931,CW791879,2
932,CW162098,2
933,CW3686,1
934,CW535827,1
935,EH543351,1
936,BL111224,2
937,CW671027,1
938,CW725868,1
939,CW788356,2
940,CW76770,1
941,CW824790,2
942,CW1114054,6
943,CW6588,1
944,CW103187,2
945,CW665026,2
946,CW977883,1
947,CW53446,19
948,CW430166,1
949,CW889075,2
950,CW272529,1
951,CW1038466,3
952,CW936043,2
953,CW801433,1
954,CW917442,1
955,CW740276,2
956,CW820011,2
957,CW1141031,44
958,CW780905,2
959,CW841022,1
960,CW1105990,26
961,CW647823,1
962,CW10469,1
963,CW114409,1
964,CW768512,1
965,CW505158,1
966,CW708291,1
967,CW726262,1
968,CW618730,3
969,CW902798,1
970,CW865689,2
971,CW1128688,2
972,CW13846,2
973,DD134238,2
974,CW870230,6
975,CW986157,2
976,CW649043,1
977,CW712510,2
978,BY289034,2
979,CW695928,2
980,CW785517,2
981,CW464808,2
982,CW578897,3
983,CW16472,2
984,CW823491,2
985,CW738522,1
986,CW430077,1
987,CW852814,1
988,CW1125698,2
989,BN323693,3
990,CW658048,2
991,CW814621,2
992,CW774891,2
993,CW935619,2
994,CW1024925,1
995,CW722031,2
996,CW925679,2
997,CW773228,2
998,CW453549,3
999,CW1034272,5
1000,CW919322,2
1001,CW732038,2
1002,CW243089,1
1003,AN121102,2
1004,CW1066388,5
1005,CW503006,2
1006,CW885591,2
1007,CW681289,1
1008,CW781735,2
1009,CG43610,2
1010,CW633379,2
1011,CW618087,2
1012,CW841891,2
1013,CW853668,4
1014,CW76748,1
1015,CW988494,2
1016,CW502794,1
1017,CW237728,2
1018,EF140437,2
1019,CW878454,1
1020,CW668399,1
1021,CW807272,2
1022,CW804730,1
1023,CW1084266,2
1024,CW802997,2
1025,CW923512,2
1026,CW1076758,3
1027,CW677604,2
1028,CW495204,2
1029,CW1155007,4
1030,CW819275,1
1031,CW50138,1
1032,CW1084105,29
1033,CW1052443,2
1034,CW994849,2
1035,CW774350,2
1036,CW855455,2
1037,CW847690,19
1038,CW690136,2
1039,CW812483,2
1040,CW407449,2
1041,CW496442,2
1042,CW772417,1
1043,CW129364,1
1044,CW654152,1
1045,CW857250,1
1046,CW888847,1
1047,CW522976,1
1048,CW30656,2
1049,CW560993,1
1050,CW964701,2
1051,CW147375,2
1052,CW381210,1
1053,CW359379,2
1054,CW54310,2
1055,CW937337,1
1056,CW1097659,1
1057,CW782164,2
1058,CW858937,3
1059,CW857144,5
1060,CW888597,19
1061,CW730185,2
1062,CW565605,1
1063,CW766813,1
1064,CW555855,1
1065,CW597951,2
1066,CW234899,2
1067,CW114275,1
1068,CW834649,1
1069,CW836704,1
1070,CW212240,2
1071,CW763278,2
1072,CW765189,2
1073,CW772949,2
1074,CW827341,2
1075,CW856103,1
1076,CX13365,1
1077,CX16681,2
1078,CX14648,1
1079,CX18434,2
1080,CX18524,1
1081,CY23488,2
1082,CY20647,1
1083,CY25241,1
1084,CY8606,3
1085,CY20138,2
1086,CZ15419,26
1087,CZ26824,1
1088,CZ86898,2
1089,CZ2588,2
1090,CZ88396,19
1091,CZ80030,1
1092,CZ38774,1
1093,CZ78595,1
1094,CZ48717,1
1095,CZ91013,2
1096,CZ93438,2
1097,CZ25562,1
1098,CZ43730,4
1099,CZ67659,1
1100,CZ17432,1
1101,CZ79791,2
1102,CZ81359,1
1103,CZ101129,11
1104,CZ69877,1
1105,DH49143,1
1106,CZ25984,2
1107,CZ58654,2
1108,DA66034,1
1109,DA89512,1
1110,DA3204,2
1111,DA105751,2
1112,DA114870,1
1113,DA115432,4
1114,DA111415,1
1115,DA11538,1
1116,DA11296,2
1117,EP82216,19
1118,DA96469,2
1119,DA6495,2
1120,DA17422,2
1121,DA62739,4
1122,DA88757,2
1123,DA37422,1
1124,DA116087,2
1125,EJ28453,4
1126,DA52091,2
1127,DB221993,3
1128,DB127572,3
1129,DB137581,3
1130,DB2616,2
1131,DB85683,1
1132,DB211697,2
1133,DB282282,2
1134,DB219705,2
1135,BY468817,1
1136,DB51935,2
1137,DB185192,1
1138,DB115847,3
1139,DB36405,3
1140,DB253214,3
1141,DB226493,22
1142,DB149511,3
1143,DB179652,3
1144,DB195629,1
1145,DB206284,2
1146,DB216116,2
1147,DB204765,1
1148,DB133895,2
1149,DB147336,3
1150,DB194045,1
1151,DB185910,3
1152,DB169363,2
1153,DB236560,2
1154,DL169910,2
1155,DB226201,3
1156,AS50953,2
1157,DB102670,3
1158,DB177122,3
1159,DB267922,3
1160,DB257440,1
1161,DB228637,3
1162,DB216613,2
1163,DB150913,2
1164,DB91051,3
1165,DB236787,2
1166,AL208348,2
1167,DC18149,1
1168,DC2151,1
1169,DC5811,2
1170,DC18359,2
1171,DC25924,2
1172,DD137612,3
1173,DD128566,2
1174,DD17443,1
1175,DD74598,2
1176,DD116493,2
1177,DD97617,1
1178,DD109354,1
1179,DD157402,2
1180,DD154246,1
1181,DD155240,1
1182,DD156386,1
1183,DD64510,2
1184,DD83289,2
1185,DD55933,3
1186,DD107769,1
1187,DD108766,2
1188,DD128793,2
1189,DD138070,2
1190,DD126706,2
1191,DD12597,1
1192,DD117959,1
1193,DD109965,2
1194,DD137209,2
1195,DD72124,2
1196,DD130555,1
1197,DD137721,2
1198,EH835151,3
1199,DD120404,3
1200,DD72199,2
1201,DD134140,2
1202,DE239350,1
1203,DE282005,2
1204,EL52221,3
1205,DE241905,3
1206,DE15870,1
1207,DE236706,2
1208,DE266253,1
1209,DE127406,1
1210,DE211680,2
1211,DE298287,2
1212,DE241257,2
1213,DE263588,1
1214,DE172861,2
1215,DE95213,2
1216,BY399571,1
1217,DE231317,1
1218,DE283377,1
1219,DE275511,2
1220,DE254599,2
1221,DE17257,25
1222,DE192568,6
1223,DE243059,1
1224,DE254308,3
1225,DE225690,1
1226,DK34285,1
1227,DE240002,2
1228,CG108006,1
1229,DE294320,1
1230,DE137027,2
1231,DE266924,2
1232,DE307328,2
1233,AK9098,8
1234,DF16830,1
1235,DG52201,2
1236,DG23729,1
1237,DG45526,2
1238,DG44211,3
1239,DG52352,1
1240,DG41002,1
1241,DG57369,2
1242,DH47810,2
1243,DH21633,2
1244,DH27686,2
1245,DH49276,3
1246,DH31274,1
1247,DH38357,2
1248,DH36595,2
1249,DH33030,3
1250,DB187502,2
1251,DH50144,2
1252,AR7156,1
1253,DJ9669,1
1254,DJ7288,2
1255,DJ14396,2
1256,DJ7764,2
1257,DK37986,8
1258,DK34709,14
1259,DK18914,14
1260,DK17905,1
1261,DK5579,1
1262,DK35398,26
1263,DL218172,2
1264,DK31687,2
1265,DL188456,26
1266,DL254358,5
1267,DL195161,2
1268,DL188272,2
1269,DL94696,2
1270,DL219021,3
1271,DL116041,1
1272,DL228796,3
1273,DL219007,1
1274,DL119157,2
1275,DL13470,3
1276,DL182671,1
1277,DL171830,2
1278,DL50496,2
1279,DL165008,3
1280,CW776061,11
1281,DL191673,1
1282,DL247115,1
1283,DL95999,1
1284,DL240464,3
1285,DL212226,2
1286,DL234008,14
1287,DL191634,3
1288,DL123654,2
1289,DL220535,2
1290,DL252972,2
1291,DL183534,1
1292,DL244285,2
1293,DL176641,2
1294,DL208447,2
1295,DM28743,1
1296,DM20532,2
1297,DM13143,2
1298,DN97488,1
1299,DN119147,2
1300,DN130839,2
1301,DN52251,2
1302,DN48164,1
1303,DN127639,2
1304,DN124165,1
1305,DN14068,1
1306,CL47115,2
1307,DN107961,2
1308,DN72880,3
1309,DN18340,2
1310,DN121700,2
1311,DN25665,1
1312,DN44832,1
1313,DN21831,2
1314,DN47977,1
1315,BH146977,1
1316,DP30715,2
1317,DP27791,2
1318,DP16741,1
1319,DP37740,2
1320,DP44784,2
1321,DP24201,1
1322,DR108607,2
1323,DR70423,1
1324,DR106949,2
1325,DR116989,1
1326,DR84451,2
1327,DR77660,2
1328,DR62377,2
1329,DR106790,1
1330,DR33450,1
1331,DR32225,1
1332,DR99576,2
1333,DR46840,1
1334,DR30162,1
1335,DR58599,1
1336,DR112038,2
1337,DR102264,2
1338,DR106025,2
1339,DR95721,1
1340,DR6928,2
1341,DR71935,2
1342,DR112159,8
1343,DS41486,1
1344,DS49381,1
1345,DS10373,1
1346,DS83317,1
1347,DS109227,2
1348,DS102497,1
1349,DS26788,1
1350,DS2946,3
1351,DS35937,2
1352,AT12336,2
1353,DS77150,2
1354,DS34504,2
1355,DS108459,2
1356,DS28470,2
1357,DS105129,1
1358,DS33693,1
1359,DS65231,1
1360,DT145059,1
1361,DT39768,1
1362,DT119805,1
1363,DT111169,2
1364,DT136804,3
1365,DT131307,1
1366,DT107360,2
1367,DT128763,2
1368,DT14534,2
1369,DT104236,2
1370,DT135199,1
1371,DT135786,2
1372,DT34432,2
1373,DT132427,1
1374,DT126458,2
1375,DT90223,2
1376,DT146308,1
1377,DT135273,21
1378,DT137404,2
1379,DT139145,1
1380,DT136913,1
1381,DT117210,1
1382,DT58076,1
1383,DT15464,2
1384,DT69409,1
1385,DT114466,3
1386,DT4535,2
1387,DT118646,2
1388,DT137281,2
1389,AN127662,1
1390,DW14498,1
1391,DW58296,2
1392,DW26228,2
1393,DW59352,2
1394,DW33438,2
1395,DW57569,2
1396,DW32613,2
1397,DX19962,1
1398,DX20968,5
1399,DX5765,2
1400,DX21318,8
1401,DX52821,2
1402,DX57366,1
1403,DX46144,1
1404,DX12634,1
1405,DX25278,2
1406,DX27029,1
1407,DX53435,1
1408,DX52876,1
1409,DX28842,1
1410,DX58967,1
1411,DX49208,2
1412,DX40537,2
1413,DX50061,2
1414,DY31276,2
1415,DY3386,1
1416,DY27573,1
1417,DY5171,2
1418,DY27167,2
1419,DY8504,1
1420,DY3439,2
1421,DY31576,1
1422,DZ8935,1
1423,DZ10543,2
1424,DZ18479,1
1425,DZ25666,1
1426,DZ25730,2
1427,DZ69398,2
1428,DZ51689,2
1429,DZ67110,1
1430,DZ46421,1
1431,DZ51595,59
1432,EA34052,2
1433,EA25859,1
1434,EA46556,1
1435,EA32919,1
1436,EA21865,1
1437,EA9905,1
1438,EB52851,1
1439,EB54754,1
1440,EB50168,1
1441,EB54023,2
1442,EB44509,2
1443,EB10381,2
1444,EB10241,1
1445,EB51978,1
1446,EB31283,2
1447,EB55930,2
1448,EB52058,2
1449,EB66859,8
1450,EB29229,1
1451,EB12689,2
1452,EB47053,8
1453,EC2893,1
1454,CB56809,1
1455,EC20889,1
1456,EC6342,2
1457,EC6384,2
1458,EC12797,1
1459,ED29425,4
1460,ED38870,1
1461,ED12970,4
1462,ED39171,2
1463,ED28424,1
1464,ED36215,1
1465,ED10174,1
1466,ED41293,2
1467,EF135709,2
1468,EF127181,1
1469,EF112676,1
1470,EF162809,1
1471,EF132754,1
1472,CW318355,2
1473,EF148073,2
1474,EF24781,2
1475,EF41364,1
1476,EF172091,1
1477,EF84410,2
1478,EF144695,2
1479,EF54060,1
1480,EF78267,1
1481,EF153976,2
1482,EF149724,2
1483,EF34485,1
1484,EF161021,14
1485,EF67135,2
1486,EF15661,2
1487,EF44487,1
1488,CW648188,2
